vid,ip_address,vote_date,tid,member_id,forum_id,member_choices,poll
1164,178.149.95.235,1446139363,4217,9620,99,"{""1"":[""1""]}",29
1165,166.137.136.122,1446177237,4217,0,99,"{""1"":[""2""]}",29
1207,141.0.12.143,1452878350,5958,7543,65,"{""1"":[""4""]}",41
1168,174.77.88.210,1448919071,4217,0,99,"{""1"":[""2""]}",29
1169,142.196.7.191,1449519606,4737,9690,128,"{""1"":[""2""]}",33
1170,108.39.61.178,1450859007,4737,9786,128,"{""1"":[""2""]}",33
1171,78.1.137.118,1451465099,4984,0,152,"{""1"":[""1""]}",35
1172,68.38.85.240,1451490391,4737,9549,128,"{""1"":[""1""]}",33
1173,23.27.220.206,1452020274,4498,9149,16,"{""1"":[""1"",""2"",""3"",""4""]}",30
1174,24.240.86.11,1452457496,4737,9705,128,"{""1"":[""3""]}",33
1175,184.98.75.244,1452645937,4737,9666,128,"{""1"":[""4""]}",33
1176,24.246.73.152,1452826740,4217,0,99,"{""1"":[""2""]}",29
1177,75.163.184.136,1452834246,4217,9217,99,"{""1"":[""1""]}",29
1178,106.51.29.91,1452837824,4217,9720,99,"{""1"":[""1""]}",29
1179,174.4.165.99,1452840145,5958,4873,65,"{""1"":[""2""]}",41
1180,83.233.71.27,1452840621,5958,1558,65,"{""1"":[""3""]}",41
1183,70.72.157.47,1452841348,5958,9668,65,"{""1"":[""2""]}",41
1182,83.233.71.27,1452841241,4217,1558,99,"{""1"":[""1""]}",29
1184,72.23.103.167,1452841430,5958,9335,65,"{""1"":[""3""]}",41
1186,75.163.184.136,1452841537,5958,9217,65,"{""1"":[""3""]}",41
1188,5.245.169.34,1452845705,5958,9519,65,"{""1"":[""2""]}",41
1189,86.15.81.183,1452852609,5958,9510,65,"{""1"":[""2""]}",41
1191,142.197.109.23,1452858657,5958,9304,65,"{""1"":[""1""]}",41
1192,50.118.172.111,1452862247,5958,9149,65,"{""1"":[""2""]}",41
1194,109.99.122.49,1452862699,5958,6322,65,"{""1"":[""2""]}",41
1195,88.27.64.13,1452864020,5958,9240,65,"{""1"":[""3""]}",41
1196,77.68.251.86,1452865865,5958,9534,65,"{""1"":[""3""]}",41
1197,209.164.239.146,1452866200,5958,9583,65,"{""1"":[""2""]}",41
1198,80.212.26.147,1452866379,5958,7508,65,"{""1"":[""4""]}",41
1199,77.68.251.86,1452866529,4217,9534,99,"{""1"":[""2""]}",29
1200,89.153.157.91,1452867578,5958,9626,65,"{""1"":[""4""]}",41
1201,87.116.152.228,1452868246,5958,9288,65,"{""1"":[""1""]}",41
1202,77.85.36.89,1452871385,5958,9334,65,"{""1"":[""3""]}",41
1203,69.165.201.90,1452871558,5958,2170,65,"{""1"":[""2""]}",41
1204,68.109.9.183,1452871930,5958,0,65,"{""1"":[""2""]}",41
1205,156.34.188.194,1452872917,5958,6155,65,"{""1"":[""3""]}",41
1206,97.77.188.146,1452874649,5958,0,65,"{""1"":[""1""]}",41
1208,99.195.254.179,1452878612,5958,6249,65,"{""1"":[""3""]}",41
1209,76.104.193.188,1452882614,5958,8102,65,"{""1"":[""4""]}",41
1210,146.201.166.175,1452884501,5958,8232,65,"{""1"":[""4""]}",41
1211,67.246.151.74,1452888692,5958,9555,65,"{""1"":[""1""]}",41
1212,72.169.97.96,1452889477,4217,9503,99,"{""1"":[""2""]}",29
1213,71.38.126.169,1452892468,5958,9666,65,"{""1"":[""1""]}",41
1214,172.58.144.46,1452911769,5958,9728,65,"{""1"":[""4""]}",41
1215,71.120.164.213,1452924762,5958,9786,65,"{""1"":[""3""]}",41
1216,108.219.107.29,1452986526,5958,9571,65,"{""1"":[""2""]}",41
1217,108.195.218.206,1453014014,5958,6359,65,"{""1"":[""1""]}",41
1218,90.224.40.243,1453063824,5958,8165,65,"{""1"":[""1""]}",41
1219,74.65.55.196,1453158151,5958,6113,65,"{""1"":[""2""]}",41
1220,104.183.178.116,1453172658,5958,168,65,"{""1"":[""4""]}",41
1221,86.126.116.113,1453182419,5958,9496,65,"{""1"":[""1""]}",41
1222,95.44.95.196,1453379552,5958,7875,65,"{""1"":[""2""]}",41
1223,80.220.171.197,1453926511,5958,2306,65,"{""1"":[""1""]}",41
1224,173.64.208.79,1453935494,5028,9861,78,"{""1"":[""1""],""2"":[""2""],""3"":[""4""]}",36
1225,32.218.52.149,1453980846,5958,0,65,"{""1"":[""2""]}",41
1226,173.64.208.79,1454148510,5958,9861,65,"{""1"":[""1""]}",41
1227,178.222.96.71,1454372020,4984,9864,152,"{""1"":[""2""]}",35
1228,68.231.225.82,1454514529,4737,0,128,"{""1"":[""2""]}",33
1229,172.56.20.72,1454611347,4737,9728,128,"{""1"":[""2""]}",33
1230,97.77.188.146,1455554033,1007,0,5,"{""1"":[""2""]}",27
1231,65.82.251.223,1455648243,4217,9728,99,"{""1"":[""2""]}",29
1232,97.77.188.146,1456335112,2784,0,99,"{""1"":[""1""]}",18
1233,110.148.141.133,1456557704,6125,9476,108,"{""1"":[""3""],""2"":[""1""]}",43
1234,121.208.11.35,1456727743,6125,9785,108,"{""1"":[""1""],""2"":[""1""]}",43
1235,174.64.17.159,1456799706,4737,9876,128,"{""1"":[""2""]}",33
1236,49.199.17.127,1456829018,6125,0,108,"{""1"":[""3""],""2"":[""1""]}",43
1237,203.12.30.190,1456969660,6125,9920,108,"{""1"":[""3""],""2"":[""1""]}",43
1238,24.150.209.35,1456987955,5598,9916,84,"{""1"":[""1""]}",40
1239,86.49.84.57,1457636500,4217,9912,99,"{""1"":[""2""]}",29
1241,174.64.17.159,1457646661,4217,9876,99,"{""1"":[""3""]}",29
1242,142.196.7.191,1457648625,4217,9690,99,"{""1"":[""1""]}",29
1243,24.150.209.35,1457674109,4217,9916,99,"{""1"":[""1""]}",29
1244,154.5.34.198,1457728089,4217,9303,99,"{""1"":[""3""]}",29
1245,70.130.131.235,1457836250,4217,9393,99,"{""1"":[""1""]}",29
1246,192.249.184.24,1457931124,4217,505,99,"{""1"":[""1""]}",29
1247,68.4.251.188,1458011130,4737,9943,128,"{""1"":[""5""]}",33
1248,94.1.53.155,1458061387,4217,9950,99,"{""1"":[""2""]}",29
1249,69.28.90.104,1459103550,0,0,0,"{""1"":""2""}",33
1250,172.58.168.42,1459217329,0,9966,0,"{""1"":""1""}",29
1251,202.159.132.119,1459479830,0,0,0,"{""1"":""2"",""2"":""1""}",43
1252,83.233.71.27,1459509717,0,1558,0,"{""1"":""3""}",44
1253,178.149.210.197,1459510082,0,9620,0,"{""1"":""2""}",44
1254,121.222.176.70,1459511196,0,8059,0,"{""1"":""1""}",44
1255,141.0.12.141,1459512355,0,7543,0,"{""1"":""1""}",44
1256,92.244.146.31,1459512806,0,9353,0,"{""1"":""5""}",44
1257,86.15.81.183,1459513438,0,9510,0,"{""1"":""5""}",44
1258,194.150.168.95,1459513875,0,9521,0,"{""1"":""5""}",44
1259,68.38.85.240,1459513969,0,9549,0,"{""1"":""1""}",44
1260,209.164.239.146,1459515263,0,9583,0,"{""1"":""1""}",44
1261,69.165.201.90,1459516004,0,2170,0,"{""1"":""2""}",44
1262,86.122.233.147,1459516672,0,9496,0,"{""1"":""1""}",44
1263,174.64.6.46,1459516770,0,9876,0,"{""1"":""2""}",44
1264,85.164.207.226,1459517483,0,7508,0,"{""1"":""1""}",44
1265,45.27.220.130,1459519493,0,9931,0,"{""1"":""1""}",44
1266,203.7.45.224,1459519504,0,9905,0,"{""1"":""4""}",44
1267,190.74.6.195,1459520760,0,9149,0,"{""1"":""1""}",44
1268,84.15.178.100,1459524447,0,10083,0,"{""1"":""1""}",44
1269,70.72.157.47,1459525372,0,9668,0,"{""1"":""3""}",44
1270,77.38.156.66,1459526323,0,125,0,"{""1"":""2""}",44
1271,97.77.188.146,1459528614,0,0,0,"{""1"":""1""}",44
1272,99.249.218.33,1459528676,0,2820,0,"{""1"":""1""}",44
1273,217.170.192.72,1459529254,0,0,0,"{""1"":""1""}",44
1274,5.228.77.158,1459531706,0,1,0,"{""1"":""5""}",44
1275,24.150.209.35,1459537820,0,9916,0,"{""1"":""3""}",44
1276,71.164.167.226,1459541881,0,9861,0,"{""1"":""5""}",44
1277,76.104.193.188,1459544421,0,8102,0,"{""1"":""2""}",44
1278,82.34.53.103,1459547332,0,10319,0,"{""1"":""5""}",44
1279,46.177.96.7,1459556541,0,283,0,"{""1"":""2""}",44
1280,69.120.8.162,1459557750,0,9958,0,"{""1"":""1""}",44
1281,67.235.169.138,1459561601,0,9217,0,"{""1"":""5""}",44
1282,72.107.112.102,1459572202,0,7504,0,"{""1"":""2""}",44
1283,185.55.204.11,1459622847,0,0,0,"{""1"":""1""}",25
1284,203.219.240.67,1459770274,0,10257,0,"{""1"":""2""}",29
1285,66.249.83.237,1459823909,0,9941,0,"{""1"":""4""}",41
1286,1.132.96.31,1459900570,0,0,0,"{""1"":""1"",""2"":""2""}",43
1287,66.211.247.238,1459911932,0,9112,0,"{""1"":""5""}",44
1288,89.236.39.175,1459968771,0,0,0,"{""1"":""4""}",41
1289,79.68.102.113,1459971545,0,11235,0,"{""1"":""1""}",44
1290,1.132.96.30,1460020991,0,0,0,"{""1"":[3]}",40
1291,145.90.71.125,1460046202,0,0,0,"{""1"":""1""}",44
1292,98.191.195.56,1460047973,0,0,0,"{""1"":""4""}",44
1293,68.12.121.133,1460078416,0,0,0,"{""1"":""3""}",33
1294,79.68.102.113,1460097494,0,11235,0,"{""1"":[1]}",30
1295,79.68.102.113,1460131539,0,11235,0,"{""1"":""2""}",29
1296,145.90.71.125,1460131926,0,0,0,"{""1"":""3""}",29
1297,203.219.240.67,1460193049,0,10257,0,"{""1"":[2]}",30
1298,2.122.217.46,1460748642,0,9950,0,"{""1"":""2""}",44
1299,88.222.144.45,1461065821,0,10083,0,"{""1"":""1""}",29
1300,185.86.106.148,1461163022,0,11691,0,"{""1"":""1""}",29
1301,18.111.36.13,1461183450,0,10133,0,"{""1"":""1""}",29
1302,92.244.146.31,1461187178,0,9353,0,"{""1"":""1""}",29
1303,66.249.83.234,1461191664,0,9941,0,"{""1"":""1""}",18
1304,37.220.35.202,1461242141,0,0,0,"{""1"":""1""}",29
1305,73.52.78.42,1461362375,0,9780,0,"{""1"":""1""}",29
1306,73.20.199.239,1463459535,0,0,0,"{""1"":""2""}",33
1307,67.168.50.88,1463618936,0,13030,0,"{""1"":""5""}",33
1308,67.168.50.88,1463705820,0,13030,0,"{""1"":""2""}",29
1309,85.76.164.129,1463863788,0,9478,0,"{""1"":""1""}",44
1310,71.164.151.144,1463873730,0,9861,0,"{""1"":""5""}",33
1311,69.40.7.138,1464047236,0,0,0,"{""1"":""2""}",33
1312,79.141.162.7,1464222498,0,9482,0,"{""1"":""2""}",29
1313,65.25.189.128,1464458395,0,13042,0,"{""1"":[1]}",40
1314,65.25.189.128,1464462279,0,13042,0,"{""1"":""3""}",33
1315,65.25.189.128,1464465372,0,13042,0,"{""1"":""2""}",29
1316,84.249.169.157,1464507673,0,9879,0,"{""1"":[1]}",40
1317,70.78.75.31,1464580391,0,9694,0,"{""1"":""2""}",29
1318,49.185.226.156,1464696098,0,13083,0,"{""1"":""9"",""2"":""1""}",43
1319,173.74.110.29,1465017357,0,13061,0,"{""1"":""3""}",41
1320,68.196.136.158,1465018750,0,13005,0,"{""1"":""2""}",41
1321,67.168.50.88,1465019765,0,13030,0,"{""1"":""3""}",41
1322,86.174.242.158,1465037690,0,8192,0,"{""1"":""1""}",41
1323,37.47.5.222,1465124911,0,13075,0,"{""1"":[3]}",40
1324,24.61.234.182,1465126191,0,6269,0,"{""1"":[1,3]}",40
1325,176.248.48.195,1465218911,0,13106,0,"{""1"":""1""}",44
1326,24.14.97.101,1465695808,0,12787,0,"{""1"":[1]}",40
1327,67.240.160.114,1466176092,0,9941,0,"{""1"":[1]}",40
1328,68.229.64.34,1466195837,0,13110,0,"{""1"":""1""}",41
1329,98.201.176.218,1467068057,0,3143,0,"{""1"":""1""}",44
1330,67.181.173.63,1467088341,0,13150,0,"{""1"":""1""}",29
1331,71.82.96.51,1467158338,0,13167,0,"{""1"":""3""}",33
1332,107.15.118.25,1467159903,0,12871,0,"{""1"":""2""}",33
1333,23.233.83.13,1467175508,0,12999,0,"{""1"":""4""}",41
1334,68.35.178.179,1467178312,0,0,0,"{""1"":""1""}",41
1335,24.61.83.159,1467209719,0,13029,0,"{""1"":""4""}",41
1336,31.15.154.199,1467330552,0,0,0,"{""1"":""2""}",29
1337,46.28.53.164,1467669782,0,0,0,"{""1"":""1""}",41
1338,72.196.96.2,1467859986,0,13182,0,"{""1"":""2""}",33
1339,99.71.200.74,1468361863,0,0,0,"{""1"":[3]}",40
1340,99.71.200.74,1468687539,0,0,0,"{""1"":""2""}",33
1341,173.74.242.46,1468689380,0,13061,0,"{""1"":""4""}",33
1342,79.143.165.200,1468789555,0,12519,0,"{""1"":""3""}",35
1343,90.194.157.135,1468852892,0,13106,0,"{""1"":[4]}",30
1344,90.195.111.82,1469122684,0,13106,0,"{""1"":""1""}",29
1345,104.236.195.130,1471056827,0,13292,0,"{""1"":""5""}",33
1346,201.151.249.2,1471373832,0,13321,0,"{""1"":""2""}",25
1347,24.210.204.146,1472511101,0,0,0,"{""1"":""1""}",44
1348,24.210.204.146,1472518868,0,0,0,"{""1"":""1""}",33
1349,70.79.20.246,1472779018,0,13307,0,"{""1"":""2""}",27
1350,50.172.122.120,1472941086,0,13378,0,"{""1"":[2,3]}",40
1351,89.164.240.74,1472949474,0,13338,0,"{""1"":[3]}",40
1352,71.94.224.31,1472953881,0,9256,0,"{""1"":[3]}",40
1353,63.138.58.66,1472954417,0,13110,0,"{""1"":[1]}",40
1354,41.105.25.128,1473414978,0,13298,0,"{""1"":[3]}",40
1355,90.194.167.119,1473796582,0,13106,0,"{""1"":[1]}",45
1356,5.228.86.255,1473796630,0,1,0,"{""1"":[1]}",45
1357,92.244.157.162,1473799635,0,9353,0,"{""1"":[1]}",45
1358,96.226.15.66,1473799741,0,9861,0,"{""1"":[1]}",45
1359,81.183.198.74,1473800969,0,13342,0,"{""1"":[3]}",45
1360,72.45.212.90,1473801918,0,6113,0,"{""1"":[1,3,4]}",45
1361,82.145.222.52,1473802340,0,9288,0,"{""1"":[1]}",45
1362,138.36.35.154,1473802821,0,10706,0,"{""1"":[1,6]}",45
1363,107.15.118.25,1473803037,0,12871,0,"{""1"":[1]}",45
1364,179.43.146.118,1473803380,0,13417,0,"{""1"":[6]}",45
1365,207.6.54.116,1473804407,0,9303,0,"{""1"":[1,2,3]}",45
1366,45.27.220.130,1473806021,0,9931,0,"{""1"":[3]}",45
1367,179.39.151.71,1473806143,0,13257,0,"{""1"":[1]}",45
1368,151.224.252.104,1474481016,0,13120,0,"{""1"":""2""}",29
1369,208.114.92.19,1475028843,0,13438,0,"{""1"":""2""}",29
1370,95.123.132.50,1475171988,0,13366,0,"{""1"":""1""}",46
1371,176.83.113.243,1475176572,0,9240,0,"{""1"":""1""}",46
1372,65.28.106.212,1475180251,0,6321,0,"{""1"":""1""}",46
1373,92.244.157.162,1475186465,0,9353,0,"{""1"":""1""}",46
1374,50.66.175.191,1475191593,0,9668,0,"{""1"":""2""}",46
1375,47.188.34.22,1475320039,0,9861,0,"{""1"":""1""}",46
1376,176.10.249.34,1475324607,0,11691,0,"{""1"":""1""}",46
1377,2a02:810d:af40:c64:c171:df5b:9a4b:b0be,1475330531,0,9872,0,"{""1"":""1""}",46
1378,99.233.232.83,1475341422,0,2820,0,"{""1"":""1""}",46
1379,142.237.134.165,1475345185,0,9633,0,"{""1"":""1""}",46
1380,2602:306:cdb6:87a0:cd99:8c8:4e26:7f82,1475372429,0,9571,0,"{""1"":""1""}",46
1381,47.72.155.234,1475397332,0,13352,0,"{""1"":""2""}",46
1382,86.90.43.5,1475428478,0,7760,0,"{""1"":""1""}",46
1383,2a02:c7d:b43e:e00:c13f:4050:a877:5a42,1475486736,0,13106,0,"{""1"":""1""}",46
1384,89.153.157.91,1475487918,0,9626,0,"{""1"":""1""}",46
1385,89.164.165.63,1475505248,0,13338,0,"{""1"":""1""}",46
1386,5.2.188.59,1475508754,0,13246,0,"{""1"":""2""}",46
1387,95.111.27.132,1475520658,0,9622,0,"{""1"":""1""}",46
1388,41.111.63.252,1475523311,0,13298,0,"{""1"":""1""}",46
1389,47.186.133.222,1475531646,0,13061,0,"{""1"":""2""}",46
1390,213.125.116.50,1475582752,0,13470,0,"{""1"":""1""}",29
1391,2602:306:3701:7b0:e93b:5f10:d6f6:da10,1475772380,0,13509,0,"{""1"":""1""}",41
1392,85.76.81.193,1475936647,0,13490,0,"{""1"":[3]}",40
1393,86.161.201.29,1475946686,0,13511,0,"{""1"":[3]}",40
1394,23.233.83.13,1475964658,0,12999,0,"{""1"":[1]}",40
1395,2601:3c1:100:16b9:7d4f:b96b:3d30:5893,1475967345,0,13467,0,"{""1"":[1]}",40
1396,86.7.163.57,1476136340,0,13500,0,"{""1"":""1""}",46
1397,142.134.93.12,1476189984,0,6155,0,"{""1"":""1""}",46
1398,85.76.45.79,1476214001,0,13490,0,"{""1"":""2""}",46
1399,108.63.190.115,1476250424,0,13447,0,"{""1"":""1""}",46
1400,2602:30a:2c29:1e70:e022:2a5c:36d0:a72d,1476328220,0,13532,0,"{""1"":[4]}",40
1401,2601:154:8101:4066:c526:b26d:2277:44c1,1476461878,0,13202,0,"{""1"":""1""}",46
1402,173.216.232.203,1476464812,0,13540,0,"{""1"":""1""}",46
1403,24.113.78.148,1476503927,0,13311,0,"{""1"":""1""}",46
1404,5.228.86.255,1476525568,0,1,0,"{""1"":""1""}",46
1405,86.161.202.179,1476545171,0,13511,0,"{""1"":""2""}",46
1406,122.128.200.175,1476750837,0,2220,0,"{""1"":""1""}",46
1407,75.135.59.164,1476752016,0,13520,0,"{""1"":""2""}",46
1408,35.248.29.44,1476889942,0,13558,0,"{""1"":""1""}",46
1409,35.248.29.44,1476891762,0,13558,0,"{""1"":""1""}",41
1410,35.248.29.44,1476895443,0,13558,0,"{""1"":""2""}",18
1411,155.4.215.218,1476895779,0,13551,0,"{""1"":""1""}",46
1412,35.248.29.47,1476900695,0,13558,0,"{""1"":""1""}",29
1413,68.187.169.123,1476984302,0,13013,0,"{""1"":""2""}",46
1414,79.22.196.182,1476986697,0,13559,0,"{""1"":""2""}",46
1415,58.111.71.71,1477006713,0,13066,0,"{""1"":""1""}",46
1416,58.169.103.58,1477010977,0,13553,0,"{""1"":""1""}",46
1417,2601:280:4700:2ade:2558:9775:222a:8d8f,1477025454,0,13558,0,"{""1"":""3""}",33
1418,80.220.171.197,1477080644,0,2306,0,"{""1"":""1""}",46
1419,49.207.57.201,1477109765,0,9720,0,"{""1"":""2""}",46
1420,98.215.73.146,1477341650,0,13539,0,"{""1"":""3""}",33
1421,35.248.29.45,1477498507,0,13558,0,"{""1"":[2]}",30
1422,35.248.29.45,1477498728,0,13558,0,"{""1"":[3]}",40
1423,35.248.29.45,1477509013,0,13558,0,"{""1"":[1]}",20
1424,35.248.29.45,1477683238,0,13558,0,"{""1"":""1""}",26
1425,49.199.82.84,1477966484,0,13083,0,"{""1"":[3]}",45
1426,50.66.175.191,1477972508,0,9668,0,"{""1"":[1]}",45
1427,108.219.104.122,1478011350,0,9571,0,"{""1"":""1""}",47
1428,35.248.29.43,1478013341,0,13558,0,"{""1"":""2""}",47
1429,2601:601:901:26d0:bd21:5933:60fe:62d4,1478013429,0,13030,0,"{""1"":""1""}",47
1430,66.87.150.165,1478013887,0,13426,0,"{""1"":""1""}",47
1431,213.202.91.58,1478014061,0,13338,0,"{""1"":""1""}",47
1432,65.28.106.212,1478014694,0,6321,0,"{""1"":""1""}",47
1433,166.137.143.19,1478017462,0,13574,0,"{""1"":""1""}",47
1434,2a03:f80:ed15:149:154:154:46:1,1478018891,0,13417,0,"{""1"":""1""}",47
1435,198.161.243.254,1478021068,0,9668,0,"{""1"":""1""}",47
1436,81.44.48.166,1478025557,0,9240,0,"{""1"":""2""}",47
1437,154.5.35.7,1478025657,0,9303,0,"{""1"":""1""}",47
1438,83.20.74.230,1478030768,0,13075,0,"{""1"":""1""}",47
1439,86.161.205.142,1478031695,0,13511,0,"{""1"":""1""}",47
1440,209.95.50.105,1478036296,0,13510,0,"{""1"":""1""}",47
1441,82.8.159.197,1478039817,0,9510,0,"{""1"":""1""}",47
1442,208.114.92.20,1478042442,0,13438,0,"{""1"":""1""}",47
1443,24.183.113.117,1478043126,0,9705,0,"{""1"":""1""}",47
1444,99.233.232.83,1478047372,0,2820,0,"{""1"":""2""}",47
1445,2601:186:300:c8fc:e130:fa80:3ff7:ed08,1478050212,0,6269,0,"{""1"":""1""}",47
1446,2600:8800:1580:c600:6c32:d46a:b48f:c33e,1478051271,0,13601,0,"{""1"":[1]}",40
1447,2601:807:101:6690:fc0d:3452:10b7:9353,1478052043,0,9549,0,"{""1"":""1""}",47
1448,207.171.211.122,1478053375,0,13597,0,"{""1"":""1""}",47
1449,2600:8800:1580:c600:6c32:d46a:b48f:c33e,1478053651,0,13601,0,"{""1"":""2""}",47
1450,129.236.232.191,1478055291,0,13289,0,"{""1"":""1""}",47
1451,76.3.6.209,1478057575,0,9217,0,"{""1"":""1""}",47
1452,173.63.240.87,1478058559,0,13110,0,"{""1"":""1""}",47
1453,67.60.3.91,1478060830,0,293,0,"{""1"":""1""}",47
1454,95.111.27.132,1478063358,0,9622,0,"{""1"":""2""}",47
1455,49.199.121.88,1478071922,0,13083,0,"{""1"":""1""}",47
1456,216.66.77.142,1478098513,0,13597,0,"{""1"":""3""}",33
1457,155.4.215.218,1478110860,0,13551,0,"{""1"":""1""}",47
1458,107.77.72.23,1478117488,0,3143,0,"{""1"":""1""}",47
1459,5.228.86.255,1478136047,0,1,0,"{""1"":""1""}",47
1460,2601:281:8201:acd8:a101:a5ac:1a9e:9264,1478188457,0,13274,0,"{""1"":""1""}",47
1461,144.172.158.197,1478201886,0,13582,0,"{""1"":""1""}",47
1462,142.134.93.12,1478246322,0,6155,0,"{""1"":""2""}",47
1463,90.56.242.156,1478439903,0,13600,0,"{""1"":""1""}",47
1464,68.187.169.123,1478483747,0,13013,0,"{""1"":""1""}",47
1465,2001:8003:1053:4500:494b:d535:e797:bcd3,1478488416,0,13553,0,"{""1"":""1""}",47
1466,98.115.161.19,1478498569,0,13465,0,"{""1"":""1""}",47
1467,173.216.232.203,1478508705,0,13540,0,"{""1"":""1""}",47
1468,178.149.209.138,1478553764,0,9620,0,"{""1"":""1""}",47
1469,192.197.95.47,1478624306,0,9633,0,"{""1"":""1""}",47
1470,89.153.157.91,1478624774,0,9626,0,"{""1"":""2""}",47
1471,2607:fea8:139f:f850:c4a6:d848:11d5:8cd2,1478626816,0,13591,0,"{""1"":""1""}",47
1472,80.220.171.197,1478640245,0,2306,0,"{""1"":""2""}",47
1473,105.225.86.15,1478641766,0,13527,0,"{""1"":""2""}",47
1474,189.122.234.131,1478647498,0,13488,0,"{""1"":""1""}",47
1475,72.23.74.242,1478721833,0,9335,0,"{""1"":""1""}",47
1476,104.32.22.9,1478851560,0,13626,0,"{""1"":""1""}",46
1477,79.143.165.180,1478865632,0,12519,0,"{""1"":""1""}",46
1478,2601:601:900:6e:64aa:5a87:45eb:2862,1478868683,0,13030,0,"{""1"":""2""}",46
1479,144.172.158.197,1478989868,0,13582,0,"{""1"":""1""}",46
1480,50.186.211.193,1479259912,0,9948,0,"{""1"":""1""}",47
1481,80.238.110.237,1479320365,0,13068,0,"{""1"":""1""}",47
1482,46.218.11.226,1479416061,0,11769,0,"{""1"":""2""}",47
1483,2605:e000:6a00:8500:60dd:e882:73c3:599b,1479417358,0,13626,0,"{""1"":""1""}",48
1484,144.172.158.197,1479418183,0,13582,0,"{""1"":""1""}",48
1485,2602:30a:2c29:1e70:100:dba7:dbae:b873,1479418869,0,13532,0,"{""1"":""1""}",48
1486,129.236.233.202,1479419007,0,13289,0,"{""1"":""1""}",48
1487,82.8.159.197,1479419363,0,9510,0,"{""1"":""1""}",48
1488,71.241.152.43,1479419379,0,9446,0,"{""1"":""1""}",48
1489,82.145.222.118,1479421386,0,9288,0,"{""1"":""1""}",48
1490,2601:280:4700:2ade:2558:9775:222a:8d8f,1479422624,0,13558,0,"{""1"":""2""}",48
1491,2607:fea8:139f:f850:c4a6:d848:11d5:8cd2,1479433983,0,13591,0,"{""1"":""1""}",48
1492,47.186.133.222,1479451165,0,13061,0,"{""1"":""1""}",47
1493,46.218.11.226,1479451624,0,11769,0,"{""1"":""2""}",48
1494,5.228.86.255,1479461453,0,1,0,"{""1"":""1""}",48
1495,86.183.70.198,1479489034,0,8192,0,"{""1"":""1""}",48
1496,154.5.35.34,1479672979,0,9303,0,"{""1"":""1""}",48
1497,2600:8801:a504:9b00:3190:9068:8175:654e,1479772517,0,6208,0,"{""1"":""1""}",48
1498,2600:8800:1580:c600:c560:a4a6:2b2b:bc7c,1480061646,0,13601,0,"{""1"":""1""}",48
1499,86.21.45.23,1480371295,0,13701,0,"{""1"":[1]}",40
1500,2601:19c:4701:6910:899b:f0b7:7418:66cc,1481170397,0,13730,0,"{""1"":""4""}",44
1501,104.200.129.77,1481222237,0,13129,0,"{""1"":""2""}",25
1502,70.51.85.182,1481660877,0,1176,0,"{""1"":""2""}",47
1503,69.47.31.48,1482115054,0,13240,0,"{""1"":""1""}",49
1504,129.236.233.233,1482115577,0,13289,0,"{""1"":""3""}",49
1505,2600:8804:2201:2700:34a0:dd28:463f:c022,1482116770,0,13437,0,"{""1"":""3""}",49
1506,68.113.39.108,1482118246,0,9256,0,"{""1"":""3""}",49
1507,72.203.72.224,1482118650,0,9621,0,"{""1"":""3""}",49
1508,50.66.175.191,1482119714,0,9668,0,"{""1"":""4""}",49
1509,184.3.100.93,1482121049,0,13425,0,"{""1"":""3""}",49
1510,162.194.145.231,1482123802,0,13532,0,"{""1"":""4""}",49
1511,24.71.118.142,1482124069,0,4873,0,"{""1"":""4""}",49
1512,2001:569:fc37:f800:8459:34f8:43ec:6013,1482131755,0,9303,0,"{""1"":""4""}",49
1513,18.111.37.204,1482131806,0,13735,0,"{""1"":""3""}",49
1514,2605:e000:6a00:8500:fc4d:231c:ae1d:afd6,1482132041,0,13626,0,"{""1"":""3""}",49
1515,2601:186:300:c8fc:5c50:9a27:83d:68ae,1482134067,0,6269,0,"{""1"":""3""}",49
1516,99.163.29.242,1482137219,0,13438,0,"{""1"":""3""}",49
1517,5.2.188.59,1482139523,0,13246,0,"{""1"":""3""}",49
1518,86.161.206.58,1482149540,0,13511,0,"{""1"":""2""}",49
1519,89.153.157.91,1482151006,0,9626,0,"{""1"":""3""}",49
1520,107.15.118.25,1482180940,0,12871,0,"{""1"":""3""}",49
1521,72.200.217.131,1482202610,0,6144,0,"{""1"":""3""}",49
1522,72.199.237.235,1482203932,0,13717,0,"{""1"":""3""}",49
1523,37.47.4.247,1482230407,0,13075,0,"{""1"":""3""}",49
1524,108.21.61.233,1482264037,0,13681,0,"{""1"":""3""}",49
1525,2602:306:cdb6:87a0:dd01:8d75:c5f5:4e62,1482268513,0,9571,0,"{""1"":""4""}",49
1526,179.43.188.222,1482272530,0,13417,0,"{""1"":""3""}",49
1527,82.8.159.197,1482277510,0,9510,0,"{""1"":""3""}",49
1528,67.8.39.179,1482277950,0,13692,0,"{""1"":""3""}",49
1529,142.68.186.67,1482279976,0,6155,0,"{""1"":""4""}",49
1530,70.79.20.246,1482280891,0,13307,0,"{""1"":""3""}",49
1531,2607:fea8:139f:f850:c4a6:d848:11d5:8cd2,1482291648,0,13591,0,"{""1"":""4""}",49
1532,24.159.34.101,1482326016,0,13704,0,"{""1"":""3""}",49
1533,93.107.11.220,1482354157,0,13698,0,"{""1"":""3""}",49
1534,89.164.250.143,1482405583,0,13338,0,"{""1"":""3""}",49
