id,topics,posts,last_post,last_poster_id,last_poster_name,position,use_ibc,use_html,last_title,last_id,sort_order,prune,topicfilter,show_rules,allow_poll,allow_pollbump,inc_postcount,skin_id,parent_id,notify_modq_emails,sub_can_post,permission_showtopic,forum_allow_rating,forum_last_deletion,newest_title,newest_id,can_view_others,name_seo,seo_last_title,seo_last_name,last_x_topic_ids,forums_bitoptions,disable_sharelinks,deleted_topics,viglink,qa_rate_questions,qa_rate_answers,icon
146,2,2,2017-04-08T13:31:45Z,11691,Svenska spöket Laban,1,TRUE,FALSE,Svensk socialistisk samling / Swedish Socialist Unity,7670,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,121,0,TRUE,FALSE,FALSE,0,,0,TRUE,historic-movements,svensk-socialistisk-samling-swedish-socialist-unity,svenska-spöket-laban,,0,FALSE,FALSE,FALSE,*,*,
147,2,68,2016-04-17T18:57:16Z,132,Myrrysmies,1,TRUE,FALSE,Fasisti- ja äärioikeistolaisliikkeet Suomessa,1888,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,73,0,TRUE,FALSE,FALSE,1427374174,Fasisti- ja äärioikeistolaisliikkeet Suomessa,1888,TRUE,historic-movements,fasisti-ja-äärioikeistolaisliikkeet-suomessa,myrrysmies,"a:2:{i:1888;s:10:""1358197898"";i:532;s:10:""1328190249"";}",0,FALSE,FALSE,FALSE,*,*,
148,6,58,2017-04-12T22:03:52Z,85,Blackshirt,1,TRUE,FALSE,Scottish Fascism,2276,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,38,0,TRUE,FALSE,FALSE,1427365582,English Mistery,3374,TRUE,historic-movements,scottish-fascism,blackshirt,"a:5:{i:3374;s:10:""1387434710"";i:2276;s:10:""1365407287"";i:1983;s:10:""1360089586"";i:1891;s:10:""1358302865"";i:403;s:10:""1324325525"";}",0,FALSE,FALSE,FALSE,*,*,
149,12,97,2017-09-21T20:31:04Z,1,Александр Славрос,1,TRUE,FALSE,THE STORMTROOPER,8131,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,45,0,TRUE,FALSE,FALSE,1427350234,Christian Mobilizers,5216,TRUE,historic-movements,the-stormtrooper,александр-славрос,"a:5:{i:5216;s:10:""1432654292"";i:5096;s:10:""1430224658"";i:5095;s:10:""1430186432"";i:5008;s:10:""1427593180"";i:3990;s:10:""1400638563"";}",0,FALSE,FALSE,FALSE,*,*,
150,24,777,2017-11-17T16:12:51Z,9288,Змајевит,23,TRUE,FALSE,Свесрбски одсек - Serbian thread,4981,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,36,0,TRUE,FALSE,FALSE,1454368080,Rehabilitation of the General - major triggering of redlibfags,6192,TRUE,ex-yugoslavia,свесрбски-одсек-serbian-thread,змајевит,"a:5:{i:6192;s:10:""1457983186"";i:6105;s:10:""1456055976"";i:6072;s:10:""1455480392"";i:5907;s:10:""1451154736"";i:5885;s:10:""1450311073"";}",0,FALSE,FALSE,FALSE,*,*,
151,6,91,2016-09-17T19:01:18Z,104,Bato Skerdilaidas,1,TRUE,FALSE,Serbian Volunteer Corps/Српски Добровољачки Корпус,5506,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,150,0,TRUE,FALSE,FALSE,1427348478,Yugoslav Action,5646,TRUE,historic-movements,serbian-volunteer-corpsсрпски-добровољачки-корпус,bato-skerdilaidas,"a:5:{i:5646;s:10:""1444641798"";i:5506;s:10:""1442348990"";i:3473;s:10:""1389653385"";i:3214;s:10:""1384015955"";i:2319;s:10:""1366211643"";}",0,FALSE,FALSE,FALSE,*,*,
152,3,93,2017-04-30T20:40:52Z,9288,Змајевит,3,TRUE,FALSE,MUZIKA,5047,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,150,0,TRUE,FALSE,FALSE,0,MUZIKA,5047,TRUE,rakia-bunker,muzika,змајевит,"a:3:{i:5047;s:10:""1428520165"";i:5006;s:10:""1427570086"";i:4984;s:10:""1427364805"";}",0,FALSE,FALSE,FALSE,*,*,
154,3,11,2015-10-10T11:12:48Z,7636,Blue Eyed Devil,1,TRUE,FALSE,Pērkonkrusts,5635,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,153,0,TRUE,FALSE,FALSE,1427374174,Pērkonkrusts,5635,TRUE,historic-movements,pērkonkrusts,blue-eyed-devil,"a:3:{i:5635;s:10:""1444475568"";i:1725;s:10:""1354045537"";i:1579;s:10:""1350385207"";}",0,FALSE,FALSE,FALSE,*,*,
155,0,0,,0,,3,TRUE,FALSE,,,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,153,0,TRUE,FALSE,FALSE,0,,0,TRUE,potato-bunker,,,,0,FALSE,FALSE,FALSE,*,*,
161,8,192,2017-11-10T00:38:26Z,13705,germaniarising,161,TRUE,FALSE,Arizona IM Chapter,6974,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,104,0,TRUE,FALSE,FALSE,1447738917,REACTIONUSA - Radical Right Wing Youth in Action&#33;,6194,TRUE,im-chapters,arizona-im-chapter,germaniarising,"a:5:{i:6194;s:10:""1458010301"";i:5724;s:10:""1446527846"";i:5647;s:10:""1444649324"";i:5329;s:10:""1435886253"";i:5101;s:10:""1430496598"";}",0,FALSE,FALSE,FALSE,*,*,
156,14,114,2017-11-02T22:26:55Z,13488,DDK,3,TRUE,FALSE,Este sub-fórum está uma porra,8459,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,36,0,TRUE,FALSE,FALSE,1427356329,Quem nós somos?,5849,TRUE,brazil-portugal,este-sub-fórum-está-uma-porra,ddk,"a:3:{i:5849;s:10:""1449178784"";i:1818;s:10:""1356315490"";i:1239;s:10:""1343601287"";}",0,FALSE,FALSE,FALSE,*,*,
157,3,52,2017-01-03T21:21:21Z,13826,Austral,157,TRUE,FALSE,Uma discussão sobre a monarquia Brasileira,5505,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,156,0,TRUE,FALSE,FALSE,1427356233,Uma discussão sobre a monarquia Brasileira,5505,TRUE,historic-movements,uma-discussão-sobre-a-monarquia-brasileira,austral,"a:3:{i:5505;s:10:""1442347595"";i:1298;s:10:""1344713398"";i:759;s:10:""1332785351"";}",0,FALSE,FALSE,FALSE,*,*,
158,3,27,2017-11-06T18:41:53Z,13453,Werner Freitag,158,TRUE,FALSE,LISTA DE PRESENÇA,6575,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,156,0,TRUE,FALSE,FALSE,0,Misanthropic Division Brazil - Patriae Sanguinis,5249,TRUE,feijoada-bunker,lista-de-presença,werner-freitag,"a:2:{i:5249;s:10:""1433536281"";i:4987;s:10:""1427406557"";}",0,FALSE,FALSE,FALSE,*,*,
159,11,259,2017-05-02T19:50:05Z,14130,Final Impact,22,TRUE,FALSE,Plaasmoorde Victims,7752,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,36,0,TRUE,FALSE,FALSE,1427357470,S. Africa evacuation plan: White Afrikaner group fears genocide upon Mandela’s death,3146,TRUE,white-africa,plaasmoorde-victims,final-impact,"a:5:{i:3146;s:10:""1382732158"";i:2624;s:10:""1372711585"";i:2596;s:10:""1372063351"";i:2584;s:10:""1371745470"";i:1319;s:10:""1345232832"";}",0,FALSE,FALSE,FALSE,*,*,
170,11,434,2017-10-29T01:40:30Z,13418,Florian Geyer,170,TRUE,FALSE,Mysterium Fasces,8330,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,69,0,TRUE,FALSE,FALSE,1427540343,NOOSE Update Thread,6009,TRUE,noose,mysterium-fasces,florian-geyer,"a:5:{i:6009;s:10:""1454281991"";i:5880;s:10:""1450177061"";i:5015;s:10:""1427666712"";i:5014;s:10:""1427666547"";i:5013;s:10:""1427666068"";}",0,FALSE,FALSE,FALSE,*,*,monthly_2016_03/noose.png.c2c562a70db6a1e6606490528b84c365.png
163,5,24,2017-08-07T20:37:46Z,14164,Tanrım,6,TRUE,FALSE,Peoples youth,8013,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,36,0,TRUE,FALSE,FALSE,0,Workers&#39; Party of Social Justice,5620,TRUE,ex-czechoslovakia,peoples-youth,tanrım,"a:2:{i:5620;s:10:""1443964947"";i:4995;s:10:""1427463153"";}",0,FALSE,FALSE,FALSE,*,*,
164,4,5,2017-08-26T22:19:15Z,14309,Orgoň,164,TRUE,FALSE,Green Swastikas Party,4993,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,163,0,TRUE,FALSE,FALSE,0,Sudetoněmecká Strana (Sudetendeutsche Partei),5570,TRUE,historic-movements,green-swastikas-party,orgoň,"a:4:{i:5570;s:10:""1443112025"";i:4994;s:10:""1427462239"";i:4993;s:10:""1427459732"";i:4992;s:10:""1427457801"";}",0,FALSE,FALSE,FALSE,*,*,
165,0,0,,0,,165,TRUE,FALSE,,,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,163,0,TRUE,FALSE,FALSE,0,,0,TRUE,borovička-bunker,,,,0,FALSE,FALSE,FALSE,*,*,
166,3,19,2013-04-24T22:35:41Z,67,État de Stase,10,TRUE,FALSE,Belgian Nationalists/Third Positionists NATION,2345,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,36,0,TRUE,FALSE,FALSE,1427455516,Belgian Nationalists/Third Positionists NATION,2345,TRUE,francophonie,belgian-nationaliststhird-positionists-nation,état-de-stase,"a:3:{i:2345;s:10:""1366766950"";i:1025;s:10:""1339612876"";i:264;s:10:""1319997308"";}",0,FALSE,FALSE,FALSE,*,*,
167,4,10,2015-10-13T20:26:30Z,7636,Blue Eyed Devil,167,TRUE,FALSE,Rexist Party,5639,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,166,0,TRUE,FALSE,FALSE,1427455482,Rexist Party,5639,TRUE,historic-movements,rexist-party,blue-eyed-devil,"a:4:{i:5639;s:10:""1444512677"";i:5571;s:10:""1443113533"";i:4385;s:10:""1413812298"";i:48;s:10:""1316017100"";}",0,FALSE,FALSE,FALSE,*,*,
168,1,4,2016-07-17T19:10:28Z,1,Александр Славрос,168,TRUE,FALSE,Bataclan Twitter Campaign,6731,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,166,0,TRUE,FALSE,FALSE,0,,0,TRUE,frog-bunker,bataclan-twitter-campaign,александр-славрос,,0,FALSE,FALSE,FALSE,*,*,
169,0,0,,0,,1,TRUE,FALSE,,,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,69,0,FALSE,FALSE,FALSE,0,,0,TRUE,fascists,,,,0,FALSE,FALSE,FALSE,*,*,monthly_2016_03/archive.png.492a2d6c8367bd86ab7a924bb09d74fb.png
171,33,1344,2017-08-22T00:08:16Z,9912,Hvit Varulv,4,TRUE,FALSE,What to think when presented with Holocaust stuff.,8219,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,14,0,TRUE,FALSE,FALSE,1441268001,Super-hero comic books are a ploy of the Jew,5837,TRUE,jewish-question,what-to-think-when-presented-with-holocaust-stuff,hvit-varulv,"a:5:{i:5837;s:10:""1448972556"";i:5566;s:10:""1443076982"";i:5561;s:10:""1442977984"";i:5450;s:10:""1440732990"";i:5283;s:10:""1434468295"";}",0,FALSE,FALSE,FALSE,*,*,
173,2,6,2017-04-02T11:25:17Z,14102,Campion88,1,TRUE,FALSE,Afrikaner Weerstandsbeweging (Afrikaner Resistance Movement),5572,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,159,0,TRUE,FALSE,FALSE,0,Afrikaner Weerstandsbeweging (Afrikaner Resistance Movement),5572,TRUE,historic-movements,afrikaner-weerstandsbeweging-afrikaner-resistance-movement,campion88,"a:1:{i:5572;s:10:""1443115298"";}",0,FALSE,FALSE,FALSE,*,*,
174,6,81,2017-09-19T20:49:19Z,11691,Totenkopfaffe Herr Nilsson,2,,,About SKYDAS,6219,,,all,FALSE,TRUE,FALSE,TRUE,FALSE,153,,TRUE,FALSE,FALSE,0,,0,TRUE,skydas,about-skydas,totenkopfaffe-herr-nilsson,,8,FALSE,FALSE,TRUE,*,*,monthly_2016_04/skydas.png.461672d926d0c5901c7012935c1f595b.png
175,2,143,2017-10-15T11:49:57Z,9288,Змајевит,2,,,Serbian Action,4924,,,all,FALSE,TRUE,FALSE,TRUE,FALSE,150,,TRUE,FALSE,FALSE,0,,0,TRUE,serbian-action,serbian-action,змајевит,,8,FALSE,FALSE,TRUE,*,*,monthly_2016_04/SA.png.a8cf6fc31a710d526caed728a5d2f515.png
176,8,299,2017-11-08T19:30:09Z,6155,AlbaNuadh,2,,,Atomwaffen Division - New Central Thread,8341,,,all,FALSE,TRUE,FALSE,TRUE,FALSE,45,,TRUE,FALSE,FALSE,0,,0,TRUE,atomwaffen-division,atomwaffen-division-new-central-thread,albanuadh,,8,FALSE,FALSE,TRUE,*,*,monthly_2016_05/AW.png.bb599a3588c9da43910834d2eba1615a.png
180,5,12,2017-03-04T13:08:03Z,13880,Подземникъ,1,,,03.03 - Greatest day in Bulgarian history,7481,,,all,FALSE,TRUE,FALSE,TRUE,FALSE,179,,TRUE,FALSE,FALSE,0,,0,TRUE,historic-movements,0303-greatest-day-in-bulgarian-history,подземникъ,,8,FALSE,FALSE,TRUE,*,*,
177,4,23,2016-10-24T10:15:25Z,13030,Skeleton Man,174,,,Deer Hunting,7051,,,all,FALSE,TRUE,FALSE,TRUE,FALSE,160,,TRUE,FALSE,FALSE,0,,0,TRUE,hunting-fishing-club,deer-hunting,skeleton-man,,8,FALSE,FALSE,TRUE,*,*,monthly_2016_10/hunt.png.9b9fc4a55766bc9af4c69eb1a66aefac.png
185,58,99,2017-11-20T21:29:33Z,1,Александр Славрос,177,,,Trenhelm Exam Results [O] [卐],8514,,,all,FALSE,FALSE,FALSE,TRUE,FALSE,183,,TRUE,FALSE,FALSE,0,,0,TRUE,hall-of-graduates,trenhelm-exam-results-o 卐,александр-славрос,,8,TRUE,FALSE,TRUE,*,*,monthly_2017_08/graduateshall.png.4faf20efe116bb876bec590e12b70d60.png
181,3,36,2017-11-07T14:22:08Z,13880,Подземникъ,2,,,Music / Музика,7275,,,all,FALSE,TRUE,FALSE,TRUE,FALSE,179,,TRUE,FALSE,FALSE,0,,0,TRUE,tarator-bunker,music-музика,подземникъ,,8,FALSE,FALSE,TRUE,*,*,
178,5,132,2017-11-14T02:31:34Z,9920,kehlsteinhaus,2,,,AR Media Thread,8289,,,all,FALSE,TRUE,FALSE,TRUE,FALSE,108,,TRUE,FALSE,FALSE,0,,0,TRUE,antipodean-resistance,ar-media-thread,kehlsteinhaus,,8,FALSE,FALSE,TRUE,*,*,monthly_2016_12/AR.png.fd3ab2f767ce80ef1821244a8fceff82.png
183,0,0,,0,,1,,,,,,,all,FALSE,TRUE,FALSE,TRUE,FALSE,10,,FALSE,FALSE,FALSE,0,,0,TRUE,enrollment-office,,,,8,FALSE,FALSE,TRUE,*,*,monthly_2017_08/enrollment.png.0ca9c8f2552f2150935c45427141d2aa.png
182,6,22,2017-10-26T14:14:04Z,14268,Deimos,175,,,Organizing an IM Chess Tournament,7943,,,all,FALSE,TRUE,FALSE,TRUE,FALSE,160,,TRUE,FALSE,FALSE,0,,0,TRUE,chess-club,organizing-an-im-chess-tournament,deimos,,8,FALSE,FALSE,TRUE,*,*,monthly_2017_06/chess.png.922aa65622a9d93c9c77b8fc9229a2ed.png
184,21,249,2017-11-20T21:14:50Z,1,Александр Славрос,176,,,EXAM RESULTS,8159,,,all,FALSE,TRUE,FALSE,TRUE,FALSE,183,,TRUE,FALSE,FALSE,0,,0,TRUE,school,exam-results,александр-славрос,,8,FALSE,FALSE,TRUE,*,*,
