conf_id,conf_title,conf_description,conf_group,conf_type,conf_key,conf_value,conf_default,conf_extra,conf_evalphp,conf_position,conf_start_group,conf_add_cache,conf_keywords
200,Report &quot;Mark as Spam&quot; to IPS,"If set to yes, any users that your admin/mods report as spam will be reported to IPS for inclusion in the spam database.",24,yes_no,spam_service_send_to_ips,,1,,,2,,TRUE,
201,Request timeout,This is how may seconds IP.Board will wait for a response from the spam system,24,input,spam_service_timeout,,15,,,3,,TRUE,
202,Action to take for request timeout,"If the request takes longer than the request timeout setting, what action should be taken?",24,dropdown,spam_service_action_timeout,,1,"1=Proceed with account registration
2=Flag the account for administrator review
3=Register the account but immediately mark it as banned
4=Do not permit the user to register an account",,4,Report Actions,TRUE,
203,Action to take for code 0,"Code 0 means that the request could not be processed by the spam service, due to an out of date license key or other technical issue.",24,dropdown,spam_service_action_0,,1,"1=Proceed with account registration
2=Flag the account for administrator review
3=Register the account but immediately mark it as banned
4=Do not permit the user to register an account",,5,,TRUE,
204,Action to take for code 1,Code 1 is sent if the spam service determines that the account is unlikely to be spam.,24,dropdown,spam_service_action_1,,1,"1=Proceed with account registration
2=Flag the account for administrator review
3=Register the account but immediately mark it as banned
4=Do not permit the user to register an account",,6,,TRUE,
205,Action to take for code 2,Code 2 is sent by the service if the account is possibly spam,24,dropdown,spam_service_action_2,,1,"1=Proceed with account registration
2=Flag the account for administrator review
3=Register the account but immediately mark it as banned
4=Do not permit the user to register an account",,7,,TRUE,
206,Action to take for code 3,Code 3 is sent by the service if the account is likely spam,24,dropdown,spam_service_action_3,,2,"1=Proceed with account registration
2=Flag the account for administrator review
3=Register the account but immediately mark it as banned
4=Do not permit the user to register an account",,8,,TRUE,
207,Action to take for code 4,Code 4 is sent by the service if the account is a known spammer,24,dropdown,spam_service_action_4,,3,"1=Proceed with account registration
2=Flag the account for administrator review
3=Register the account but immediately mark it as banned
4=Do not permit the user to register an account",,9,,TRUE,
208,Get notified when a member is flagged for spamming,This will send an email to the community incoming email address when a moderator flags a member for spamming.,24,yes_no,spm_notify,,0,,,10,Flagging Members,TRUE,
209,Action to take when a member is flagged for spamming,Choose what to do when a moderator flags a member for spamming.,24,dropdown,spm_option,,disable,"none=Do nothing
disable=Disable Post/PM permission
unapprove=Disable Post/PM and delete posts and comments
ban=Delete posts and comments, empty profile and ban account",,11,,TRUE,
210,Number of days worth of posts to (un)approve,Enter the number of days worth of posts that flagging a member as spam unapproves (if set above). Enter 0 to select all posts.,24,input,spm_post_days,,3,,,12,,TRUE,
211,Captcha: Type,Please select which CAPTCHA method you'd like to use.,24,dropdown,bot_antispam_type,,recaptcha,"none=None
default=Default (Requires GD)
recaptcha=reCAPTCHA
keycaptcha=KeyCAPTCHA",,14,CAPTCHA Settings,TRUE,
212,Guest posting bot control,Do you wish to require guests who post (where allowed) to input a code to confirm their post?,24,yes_no,guest_captcha,,1,,,13,,TRUE,
213,reCAPTCHA public key,"You can use the popular reCAPTCHA service.  You must select it as your bot control option, and input your public API key here.  <a href='http://www.recaptcha.net'>Get an API Key</a>",24,input,recaptcha_public_key,,6LcpWAMAAAAAAA4klDtDNuDH6LsGgBX5mBoJ3naK,,,15,reCAPTCHA Options,TRUE,"recaptcha, captcha"
214,reCAPTCHA private key,"You can use the popular reCAPTCHA service.  You must select it as your bot control option, and input your private API key here.  <a href='http://www.recaptcha.net'>Get an API Key</a>",24,input,recaptcha_private_key,,6LcpWAMAAAAAAETX5jHd9NlPtIHJA4G-ra3X2RQB,,,16,,TRUE,"recaptcha, captcha"
215,reCAPTCHA language,Select the language to use for reCAPTCHA,24,dropdown,recaptcha_language,,en,"en=English
nl=Dutch
fr=French
de=German
pt=Portuguese
ru=Russian
es=Spanish
tr=Turkish",,17,,TRUE,recaptcha
216,reCAPTCHA theme,Which reCAPTCHA theme would you like to use?,24,dropdown,recaptcha_theme,,clean,"clean=Clean
red=Red
white=White
blackglass=Blackglass",,18,,TRUE,
217,Number of posts a member must have before allowing them to change their member title,Enter 0 to disable completely or -1 for no limit.,25,input,post_titlechange,0,500,,,1,,TRUE,
218,Enable the friends feature,,25,yes_no,friends_enabled,,1,,,2,,TRUE,
219,Allow members to rate each other,"If 'yes', members will be able to rate other members from their profiles.",25,yes_no,pp_allow_member_rate,,1,,,3,,TRUE,
220,Length of time to keep lost password requests,"After this time period (specified in days), lost password requests will be pruned.",25,input,lost_pw_prune,,60,,,4,,TRUE,
221,Allow animated GIFs in photo thumbs?,"If enabled, uploaded animated gifs will animate in the mini thumb on the board index and next to a post. Profile page photos always animate. If you change this setting, it will only apply to future uploaded images.",25,yes_no,member_photo_gif_animate,1,0,,,5,,TRUE,
222,Allow users to use Gravatars,<a href='http://en.gravatar.com/' target='_blank'>Click here for more information on Gravatars</a>,25,yes_no,allow_gravatars,0,1,,,5,,TRUE,
223,Show users full photo in topic view; maximum width,"If you enter a numerical value, then the full member's photo is shown with a maximum width of the entered value. If 0 or nothing is entered, then the 100x100 cropped thumb is used.",25,input,member_topic_avatar_max,150x150,0,,,5,,TRUE,
224,Allowed photo URL extensions,"Seperate with comma (gif,png,jpeg) etc",25,input,photo_ext,,"gif,jpg,jpeg,png",,,6,,TRUE,
225,Auto prune all topic follows if the topic has no replies over [x] days,Leave blank or enter 0 for no auto prune limit,25,input,subs_autoprune,,0,,,8,Topic &amp; Forum Follows,TRUE,
226,Automatically follow every forum,Please choose which user groups you'd like to automatically follow for notification of <b>new</b> topics (not replies) in every forum available to them. This means that members having a selected PRIMARY group will be emailed everytime there is a new topic and they are not online to view it.<br /><b>Note</b> This will only send the email to those who have chosen to 'Allow emails from the administrators'.,25,multi,autoforum_sub_groups,,,#show_groups#,"if ( $save == 1)
{
	if ( is_array($_POST['autoforum_sub_groups']) )
	{
		$_POST['autoforum_sub_groups'] = implode("","",$_POST['autoforum_sub_groups']);
	}
	else
	{
		$_POST['autoforum_sub_groups'] = """";
	}
	
	$key = 'autoforum_sub_groups';
}
if ( $show == 1 )
{
    $key='autoforum_sub_groups[]';
}",9,,TRUE,
227,Default follow method on registration,"You can use this option to determine whether newly registered users should automatically follow every topic they reply to or start by default, and the notification method to use.  The user can change their preference in their User Control Panel after registration.",25,dropdown,auto_track_method,0,,"0=Do not automatically subscribe
none=Subscribe, but do not send a notification
immediate=Immediate email notifications
offline=Offline (delayed) email notifications
daily=Send a daily digest
weekly=Send a weekly digest",,10,,TRUE,
228,Allow guests to view signatures,,25,yes_no,guests_sig,,1,,,11,Guest Default Options,TRUE,
229,Characters allowed in usernames,"If this is set, IP.Board will ensure all usernames only contain characters in this list upon registration.<br /><br />
To allow only alphanumeric usernames, use: <b>a-zA-Z0-9</b>",26,input,username_characters,,,,,1,Username Restrictions,TRUE,
230,Error message to display,"If you specify the characters allowed in usernames, and a user tries to register with a name that has invalid characters, what error message should be displayed?<br /><b>Tip:</b> You can use {chars} to show the characters allowed",26,input,username_errormsg,,The name can only contain these characters: {chars},,,2,,TRUE,
231,Block linebreaks in names,"Do you want to explicitly block newlines, linebreaks, and html tags in usernames and display names?",26,yes_no,usernames_nobr,,0,,,3,,TRUE,
232,Allow display names,"If enabled, the member can choose a ""Display Name"" that is separate from their ""Log in UserName"". This is REQUIRED when using non-internal authentication methods.",26,yes_no,auth_allow_dnames,,1,,,4,Display Name Restrictions,TRUE,
233,Maximum display name length,The maximum number of characters that a display name can be.,26,input,max_user_name_length,,26,,,5,,TRUE,
234,Prohibit display names from selecting log in names,"If ""yes"", one is not able to choose a display name that is the same as another's display name OR another's log in name. If ""no"" one is not able to choose a display name that is the same as another's display name only.",26,yes_no,auth_dnames_nologinname,,1,,,6,,TRUE,
235,Enable the warning system,"If set to ""no"", the warn system will not be used and all warn levels will be hidden from view.",27,yes_no,warn_on,,1,,,1,Warn System,TRUE,
239,Protected groups,Groups that cannot be warned. You may choose more than one.,27,multi,warn_protected,,,#show_groups#,"if ( $save == 1)
{
	if ( is_array($_POST['warn_protected']) )
	{
		$_POST['warn_protected'] = implode("","",$_POST['warn_protected']);
	}
	else
	{
		$_POST['warn_protected'] = """";
	}
	
	$key = 'warn_protected';
}
if ( $show == 1 )
{
    $key='warn_protected[]';
}",4,,TRUE,
240,Allow all other non-protected groups to see their own warn points and reasons,"If set to ""yes"", members will be able to see their own warn points and reasons for their warns.",27,yes_no,warn_show_own,,1,,,5,,TRUE,
244,Number of times per day moderators can warn a single member,,27,input,warn_mod_day,,3,,,7,,TRUE,
334,Calendar Select Localization,"In some areas, a javascript calendar is displayed to users to select the date and/or time.  This calendar is a third party script with limited localization support.  Select the language you would like to use for this calendar script.",7,dropdown,calendar_date_select_locale,,en,"ar=Arabic
cs=Czech
da=Danish
de=German
en=English
es=Spanish
fi=Finnish
fr=French
hu=Hungarian
it=Italian
ja=Japanese
nl=Dutch
pl=Polish
pt=Portuguese
ru=Russian
sl=Slovenian
sv=Swedish",,12,Calendar Date Select,TRUE,
333,Enable topic marking for guests,Cookies are used to track markers for guests. You can completely disable topic marking for guests so everything appears as read.,6,yes_no,topic_marking_guests,,0,,,31,,TRUE,
248,Number of times per day a global moderator can warn a single member,,27,input,warn_gmod_day,,3,,,8,,TRUE,
249,Can view report center,Specifies what groups can view the report center. <!--PERM_LINK-->,27,multi,report_mod_group_access,"4,6,8",4,#show_groups#,"if ( $save == 1)
{
	if ( is_array($_POST['report_mod_group_access']) )
	{
		$_POST['report_mod_group_access'] = implode("","",$_POST['report_mod_group_access']);
	}
	else
	{
		$_POST['report_mod_group_access'] = """";
	}
	
	$key = 'report_mod_group_access';
}
if ( $show == 1 )
{
    $key='report_mod_group_access[]';
    $r['conf_description'] = str_replace( ""<!--PERM_LINK-->"", '<a href=""' . $this->settings['base_url'] . 'module=report&section=reports&do=plugin"">Configure group access</a>', $r['conf_description'] );
}",9,Report Center,TRUE,
250,Number of topics per forum page,,28,input,display_max_topics,,30,,,1,Showing Topics,TRUE,
251,Number of rating votes required to show,The number of actual rating votes needed before the topic's rating value is displayed.,28,input,topic_rating_needed,,1,,,2,,TRUE,
252,Auto remove redirect links (days),"If you would like the redirect links created when a topic is moved to be automatically removed after a certain number of days, enter the no. days. Enter 0 to not remove them automatically.",28,input,topic_redirect_prune,,30,,,3,,TRUE,
253,Number of posts needed to make a &#39;hot topic&#39;,,28,input,hot_topic,30,15,,,3,,TRUE,
254,Days to retain deleted topics and posts,"Topics and posts that are deleted are retained in the database, allowing you to restore them from the moderator control panel. After how many days would you like these topics and posts removed from the database permanently?",28,input,days_to_keep_deletions,7,5,,,5,,TRUE,"delete, deletions, deleted, deletion, marked"
255,Topic title max length,Maximum topic title length allowed. Maximum topic title length allowed. Minimum is two regardless of input here.,28,input,topic_title_max_len,,150,,,7,,TRUE,
256,Remove excess exclamation/question marks in topic titles,Will turn: This!!!!! into This!,28,yes_no,etfilter_punct,1,0,,,8,,TRUE,
257,Stop shouting in topic titles,Will turn: CLICK HERE into Click Here,28,yes_no,etfilter_shout,,0,,,9,,TRUE,
258,Number of posts per topic page,,28,input,display_max_posts,,20,,,10,Showing Posts,TRUE,
259,Open posted links in a new window,"Forces links to open in a new window, if javascript is available.",28,yes_no,links_external,,1,,"if ( $save && ( ! isset($_POST[ $key ]) || $_POST[ $key ] != ipsRegistry::$settings[ $key ] ) )
{
	ipsRegistry::DB()->delete('content_cache_posts');
	ipsRegistry::DB()->delete('content_cache_sigs');
}",11,,TRUE,
260,Automatic resize image force size,"By default, when automatic linked image resizing is on, it is resized to fit the width of the screen. If you'd like to enforce a PX width/height, enter it here. If you enter 600, then an image larger in width or height is scaled down.",28,input,resize_img_force,,0,,,12,,TRUE,
261,Ignore users: protected groups,Members of the groups selected will not be able to be ignored.,28,multi,cannot_ignore_groups,,",4,",#show_groups#,"if ( $save == 1)
{
	if ( is_array($_POST['cannot_ignore_groups']) )
	{
		$_POST['cannot_ignore_groups'] = ','.implode("","",$_POST['cannot_ignore_groups']).',';
	}
	else
	{
		$_POST['cannot_ignore_groups'] = """";
	}
	
	$key = 'cannot_ignore_groups';
}
if ( $show == 1 )
{
$key = 'cannot_ignore_groups[]';
}",16,,TRUE,
263,Order posts within a topic by,,28,dropdown,post_order_sort,,asc,"asc=Ascending (0-9)
desc=Descending (9-0)",,18,,TRUE,
264,Maximum number of emoticons per post,,28,input,max_emos,30,10,,,19,Making a Post,TRUE,
265,Maximum number of images per post,,28,input,max_images,100,10,,,20,,TRUE,
266,Valid postable image extensions,"Defines which images are allowed in [img][/img] tags.
<br />Seperate with comma (gif,jpeg,jpg)",28,input,img_ext,,"gif,jpeg,jpg,png",,,21,,TRUE,
267,Maximum size of post (in kilobytes [kb]),,28,input,max_post_length,777,100,,,22,,TRUE,
268,Automatically parse media URLs,"If enabled, and a link is submitted without bbcode tags that matches your configured media tag URLs, the link will be treated as media instead of a regular hyperlink.",28,yes_no,bbcode_automatic_media,,1,,,23,,TRUE,
269,Maximum height of posted media (in pixels),"When using the [media] tags where allowed.<br />
Only applies when posting direct URLs to swf files - YouTube videos, etc. will always be shown at the same size.",28,input,max_h_flash,400,199,,,24,,TRUE,
270,Maximum width of posted media (in pixels),"When using the [media] tags where allowed.<br />
Only applies when posting direct URLs to swf files - YouTube videos, etc. will always be shown at the same size.",28,input,max_w_flash,400,199,,,25,,TRUE,
271,Stop quote embedding,"This will remove any quoted text when quoting a post that contains quotes<br><a href='#' title='and if that made any sense, then you are far cleverer than I.'>..</a>",28,yes_no,strip_quotes,,1,,,26,,TRUE,
272,Maximum number of quotes per post,Use this to stop multiple quote embedding which can cause some browsers to hang or crash.,28,input,max_quotes_per_post,60,10,,,27,,TRUE,
273,Merge member&#39;s concurrent posts,"When a member posts twice within <em>n</em> minutes, once after the other in a topic they will be merged into one post.
Enter the number of minutes to capture concurrent posts.
Enter 0 to not use.",28,input,post_merge_conc,,0,,,28,,TRUE,
274,Use URL filtering,"If you would like to filter urls based on your blacklist or whitelist settings, enable this.  URL filtering allows you to explicitely allow (whitelist) or deny (blacklist) links in topic posts (images and urls).",28,yes_no,ipb_use_url_filter,,0,,,29,URL Filtering Options,TRUE,
275,Which filter do you wish to use,"If you have enabled the url filtering, do you wish to use your blacklist or whitelist?  You may only use one or the other.",28,dropdown,ipb_url_filter_option,,black,"white=Whitelist
black=Blacklist",,30,,TRUE,
276,Whitelist options,"You can specify here links that you explicitly want to allow.  You may use * as a wildcard.  One per line.<br /><br />
i.e.: http://www.yourdomain.com*<br />
http://*google.com*",28,textarea,ipb_url_whitelist,,,,,31,,TRUE,
277,Blacklist options,"You can specify here links that you explicitely want to disallow.  You may use * as a wildcard.  One per line.<br /><br />
i.e.: http://*somedomain.com*<br />
http://competitor_domain.com*",28,textarea,ipb_url_blacklist,,,,,32,,TRUE,
278,Add rel=&quot;nofollow&quot; to posted links,"Do you wish to add rel=""nofollow"" to user-contributed links?",28,yes_no,posts_add_nofollow,,1,,,33,,TRUE,
279,Show uploaded images in post as images,"If set to ""yes"", any image attachments in a post will be shown as the image and not as a downloadable link. Set this to yes to allow members to position their image attachments in the post using the [attachmentid] tag.",28,yes_no,show_img_upload,,1,,,34,Attached Image Options,TRUE,
280,Show thumbnail of attached image,"If the above option is set to ""yes"" to allow image attachments to show as the image select this option to show the attached image as a thumbnail which takes up less space and can be quicker to load.",28,yes_no,siu_thumb,,1,siu_thumb,,36,,TRUE,
281,Attachment image thumbnail size [width],"If both options above are set to ""yes"", you can define the maximum width of the thumbnail. If attached images are smaller than the dimensions set here, they will not be shown as a thumbnail.",28,input,siu_width,,100,,,37,,TRUE,
282,Attachment image thumbnail size [height],"If both options above are set to ""yes"", you can define the maximum width of the thumbnail. If attached images are smaller than the dimensions set here, they will not be shown as a thumbnail.",28,input,siu_height,,100,,,38,,TRUE,
283,Attachment image maximum size [width],"If the image is larger than the dimensions supplied, it will be resized accordingly before being saved.",28,input,attach_img_max_w,,1200,,,39,,TRUE,
284,Attachment image maximum size [height],"If the image is larger than the dimensions supplied, it will be resized accordingly before being saved.",28,input,attach_img_max_h,,1600,,,40,,TRUE,
285,Disable lightbox,This setting disables the fancier image viewing routine used for attached images in the forums.,28,yes_no,disable_lightbox,,0,,,40,,TRUE,
286,Guest names [prefix],"This is for when a guest posts with a members name, it allows for a visual difference to prevent confusion",28,input,guest_name_pre,,Guest_,,,40,Guest Username,TRUE,
287,Guest names [suffix],"This is for when a guest posts with a members name, it allows for a visual difference to prevent confusion",28,input,guest_name_suf,,_*,,,41,,TRUE,
288,Maximum poll questions per poll,Enter the maximum number of questions you wish to allow your members to create in a single poll.,28,input,max_poll_questions,,3,,,43,Polls,TRUE,
289,Maximum number of poll choices allowed,,28,input,max_poll_choices,30,20,,,44,,TRUE,
290,Allow members to view the results of a poll without losing their vote,,28,yes_no,allow_result_view,,1,,,45,,TRUE,
291,Allow poll creator to vote in own poll,"If set to ""yes"", the poll creator will have the option of voting in their own poll.",28,yes_no,allow_creator_vote,,1,,,46,,TRUE,
292,Allow poll creator to make &quot;poll only&quot;,Do you wish to allow posters who create polls to be able to disallow replies to the poll?,28,yes_no,ipb_poll_only,,0,,,47,,TRUE,
293,Allow public polls,Public polls show who voted for which option and can be enabled when creating a poll if allowed.,28,yes_no,poll_allow_public,,1,,,48,,TRUE,
294,Allow vote deletion,"If enabled, members can delete their vote so they can re-vote. Admins and super moderators always have this ability.",28,yes_no,poll_allow_vdelete,,1,,,49,,TRUE,
295,Number of hours to keep open the ability for topic starters to attach a poll to their topic,Does not affect administrators or super moderators,28,input,startpoll_cutoff,,24,,,50,,TRUE,
296,Allow members to use flash uploader,Do you wish to allow members the option to use the flash multi-file uploader?,28,yes_no,uploadFormType,,1,,,52,Other,TRUE,
297,Maximum number of media files per post,Too many media files embedded on one page can potentially crash the browser.,28,input,max_media_files,30,2,,,53,,TRUE,"media, bbcode"
335,Send HTML emails,"If enabled, HTML formatted emails will be sent out with a plain text alternative so that if the email client doesn't support HTML then the email can still be read.",8,yes_no,email_use_html,,0,,,1,,TRUE,
336,Upload form action domain,"Override the form action for uploads.  This is useful in a load-balanced environment to force uploaded files to a specific server.  (Most users can leave this blank)<br />
Ex: http://master.mysite.com/forums",9,input,upload_domain,,,,"if( $save == 1 )
{
	$value = trim($value);
}",5,,TRUE,
337,CSS URL,"<b>This can be left blank</b>
<br />This can be used if you wish to serve CSS files from a different server, using a CDN, or when using clustered servers. Please ensure that you use a trailing slash and that it starts with http(s):// if entering a URL",9,input,ipb_css_url,,,,"if( $save == 1 && $value )
{
	$value = trim($value);

		/* Flag skins for recache */
		require_once( IPS_ROOT_PATH . 'sources/classes/skins/skinFunctions.php' );
		require_once( IPS_ROOT_PATH . 'sources/classes/skins/skinCaching.php' );
		$skinCaching	= new skinCaching( $this->registry );
		
		/* Flag all for recache */
		$skinCaching->flagSetForRecache();
}",12,,TRUE,
338,Javascript URL,"<b>This can be left blank</b>
<br />This can be used if you wish to serve Javascript files from a different server, using a CDN, or when using clustered servers. Please ensure that you use a trailing slash and that it starts with http(s):// if entering a URL",9,input,ipb_js_url,,,,"if( $save == 1 && $value )
{
	$value = trim($value);

		/* Flag skins for recache */
		require_once( IPS_ROOT_PATH . 'sources/classes/skins/skinFunctions.php' );
		require_once( IPS_ROOT_PATH . 'sources/classes/skins/skinCaching.php' );
		$skinCaching	= new skinCaching( $this->registry );
		
		/* Flag all for recache */
		$skinCaching->flagSetForRecache();
}",13,,TRUE,
339,Last Style Timestamp,Contains the timestamp of the last style change done to the mobile app,33,input,style_last_updated,,,,,1,,TRUE,
340,Use Cron?,,34,yes_no,task_use_cron,,0,,,1,,TRUE,
341,Cron Key,,34,input,task_cron_key,,,,,2,,TRUE,
342,IPS CDN Enabled,,11,yes_no,ips_cdn,,,,,2,,TRUE,
343,Prune share link logs,Do you wish to prune share link logs regularly (default every 30 days)?,14,yes_no,prune_share_link_logs,,0,,,3,,TRUE,
344,Username,,35,input,mandrill_username,,,,,1,,TRUE,
345,API Key,,35,input,mandrill_api_key,,,,,2,,TRUE,
346,API Key,,36,input,postageapp_api_key,,,,,1,,TRUE,
347,Ping services,"List any XML-RPC ping services you wish to notify when new content is created.<br />
<strong>Note that each service you provide will be pinged when a topic is created. If you provide a lot of services, submitting a topic may become very slow.</strong>",15,textarea,ipseo_ping_services,,"http://rpc.pingomatic.com/
http://api.my.yahoo.com/RPC2
http://api.moreover.com/ping",,,3,,TRUE,
348,Board index page title,"Specify the title to use for the forum index page.  If left blank, the ""Community name"" setting will be used",15,input,seo_index_title,,,,,8,Board Index,TRUE,"seo,title"
349,Meta description,Specify the meta description you would like to use on the board index,15,textarea,seo_index_md,,,,,9,,TRUE,
350,Meta keywords,Specify the meta keywords you would like to use on the board index,15,textarea,seo_index_mk,,,,,10,,TRUE,"meta, keywords"
351,Guest Skin,Select a default skin set specifically for guests.,15,dropdown,ipseo_guest_skin,,0,,"if($show == 1)
{
$dropdown = array(0 => array('0', 'No Guest Skin'));
$dropdown = array_merge($dropdown, $this->registry->output->generateSkinDropdown());
}",11,Look and Feel,TRUE,
352,Sitemap path,"Path to where you want your sitemap. If you're using IP.Content, this may not be your forum root. <br /><br /><b>Note:</b> If your path does not start with a /, it will be treated as relative to your forum root. Leave blank for the forum root. Please also ensure your path ends with a trailing slash. If your server supports it, this will be created automatically at the path given. If not, you will need to create it manually and ensure it has appropriate write permissions.",37,input,sitemap_path,,,,,1,Sitemap Options,TRUE,"sietmap,path"
353,Sitemap URL,"URL to your sitemap location, not including the filename. Leave blank to use board root URL.<br /><br />e.g. http://www.mysite.com/",37,input,sitemap_url,,,,,2,,TRUE,"sitemap,url"
354,Ping search engines?,"Do you want to inform search engines (Google, Bing, Yahoo, Ask and Moreover) when your sitemap is updated?",37,yes_no,sitemap_ping,,1,,,3,,TRUE,"sitemap,ping,google,bing,yahoo"
355,Board Index,Priority value of the board index.,37,dropdown,sitemap_priority_index,,1,"1=1
0.9=0.9
0.8=0.8
0.7=0.7
0.6=0.6
0.5=0.5
0.4=0.4
0.3=0.3
0.2=0.2
0.1=0.1
0=Do not include",,4,IP.Board,TRUE,"sitemap,priority,index"
356,Forums,Priority value of forums and categories.,37,dropdown,sitemap_priority_forums,,0.6,"1=1
0.9=0.9
0.8=0.8
0.7=0.7
0.6=0.6
0.5=0.5
0.4=0.4
0.3=0.3
0.2=0.2
0.1=0.1
0=Do not include",,5,,TRUE,"sitemap,priority,forum"
357,Topics,"Basic priority value of topics, would apply to a new topic, for example.",37,dropdown,sitemap_priority_topics,,100,"100=Calculate automatically
1=1
0.9=0.9
0.8=0.8
0.7=0.7
0.6=0.6
0.5=0.5
0.4=0.4
0.3=0.3
0.2=0.2
0.1=0.1
0=Do not include",,6,,TRUE,"sitemap,priority,topic"
358,Number of topics,"The number of recent topics to include in your generated sitemap.<br /><br /><strong>Important</strong>: You must disable the sitemap generator task and run as a cron job in order to include more than 10,000 topics.",37,dropdown,sitemap_recent_topics,,1000,"50=50
100=100
500=500
1000=1,000
2500=2,500
5000=5,000
10000=10,000
25000=25,000
50000=50,000
-1=All Topics",,7,,TRUE,"sitemap,number,topic"
359,Include all pages in topics?,Do you want to include all pages in multi-page topics?,37,yes_no,sitemap_topic_pages,,1,,,8,,TRUE,"sitemap,topic,pages"
360,Blog entries,Priority value of blog entries in IP.Blog.,37,dropdown,sitemap_priority_blog_entries,,0.8,"1=1
0.9=0.9
0.8=0.8
0.7=0.7
0.6=0.6
0.5=0.5
0.4=0.4
0.3=0.3
0.2=0.2
0.1=0.1
0=Do not include",,9,IP.Blog,TRUE,"sitemap,priority,blog,entries"
361,Blogs,Priority value of blogs in IP.Blog.,37,dropdown,sitemap_priority_blogs,,0.6,"1=1
0.9=0.9
0.8=0.8
0.7=0.7
0.6=0.6
0.5=0.5
0.4=0.4
0.3=0.3
0.2=0.2
0.1=0.1
0=Do not include",,10,,TRUE,"sitemap,priority,blog,blogs"
362,Number of entries,The number of blog entries to include in the sitemap.,37,dropdown,sitemap_count_blog_entries,,1000,"50=50
100=100
500=500
1000=1,000
2500=2,500
5000=5,000
10000=10,000
25000=25,000
50000=50,000
-1=All Entries",,11,,TRUE,"sitemap,count,number,blog,entries"
363,Images,Priority value of images.,37,dropdown,sitemap_priority_gallery_images,,0.6,"1=1
0.9=0.9
0.8=0.8
0.7=0.7
0.6=0.6
0.5=0.5
0.4=0.4
0.3=0.3
0.2=0.2
0.1=0.1
0=Do not include",,12,IP.Gallery,TRUE,"ip.seo, ipseo, seo, sitemap, priority, gallery, images"
364,Albums,Priority value of albums.,37,dropdown,sitemap_priority_gallery_albums,,0.4,"1=1
0.9=0.9
0.8=0.8
0.7=0.7
0.6=0.6
0.5=0.5
0.4=0.4
0.3=0.3
0.2=0.2
0.1=0.1
0=Do not include",,13,,TRUE,"ip.seo, ipseo, seo, sitemap, priority, gallery, albums"
365,Number of Images,Number of images to include in the sitemap.,37,dropdown,sitemap_count_gallery_images,,1000,"50=50
100=100
500=500
1000=1,000
2500=2,500
5000=5,000
10000=10,000
25000=25,000
50000=50,000
-1=All Images",,14,,TRUE,"ip.seo, ipseo, seo, sitemap, gallery, images, number, count"
366,Home page,Priority value of the IP.Content home page.,37,dropdown,sitemap_priority_ccs_index,,1,"1=1
0.9=0.9
0.8=0.8
0.7=0.7
0.6=0.6
0.5=0.5
0.4=0.4
0.3=0.3
0.2=0.2
0.1=0.1",,15,IP.Content,TRUE,"sitemap,content,ip.content,homepage"
367,Other pages,Priority value of other pages in IP.Content.,37,dropdown,sitemap_priority_ccs_page,,0.8,"1=1
0.9=0.9
0.8=0.8
0.7=0.7
0.6=0.6
0.5=0.5
0.4=0.4
0.3=0.3
0.2=0.2
0.1=0.1",,16,,TRUE,"sitemap,content,ip.content,page"
368,Database Records,Priority value for database records (including articles),37,dropdown,sitemap_priority_content_records,,0.6,"1=1
0.9=0.9
0.8=0.8
0.7=0.7
0.6=0.6
0.5=0.5
0.4=0.4
0.3=0.3
0.2=0.2
0.1=0.1
0=Do not include",,17,,TRUE,"ip.seo, ipseo, seo, ip.content, content, priority, sitemap, records"
369,Database Categories,Priority value for database categories (including Articles categories),37,dropdown,sitemap_priority_content_categories,,0.4,"1=1
0.9=0.9
0.8=0.8
0.7=0.7
0.6=0.6
0.5=0.5
0.4=0.4
0.3=0.3
0.2=0.2
0.1=0.1
0=Do not include",,18,,TRUE,"ip.seo, ipseo, seo, ip.content, content, priority, sitemap, categories"
370,Categories,Priority value for categories in IP.Downloads.,37,dropdown,sitemap_priority_downloads_categories,,0.2,"1=1
0.9=0.9
0.8=0.8
0.7=0.7
0.6=0.6
0.5=0.5
0.4=0.4
0.3=0.3
0.2=0.2
0.1=0.1
0=Do not include",,19,IP.Downloads,TRUE,"sitemap,priority,download,categories,category"
371,Files,Priority value for files in IP.Downloads.,37,dropdown,sitemap_priority_downloads_files,,0.4,"1=1
0.9=0.9
0.8=0.8
0.7=0.7
0.6=0.6
0.5=0.5
0.4=0.4
0.3=0.3
0.2=0.2
0.1=0.1
0=Do not include",,20,,TRUE,"sitemap,priority,downloads,file,files"
372,Number of files,Number of files to include in sitemap.,37,dropdown,sitemap_count_downloads_files,,1000,"50=50
100=100
500=500
1000=1,000
2500=2,500
5000=5,000
10000=10,000
25000=25,000
50000=50,000",,21,,TRUE,"sitemap,count,number,download,file"
373,Categories,Priority value for categories in IP.Nexus.,37,dropdown,sitemap_priority_nexus_categories,,0.4,"1=1
0.9=0.9
0.8=0.8
0.7=0.7
0.6=0.6
0.5=0.5
0.4=0.4
0.3=0.3
0.2=0.2
0.1=0.1
0=Do not include",,22,IP.Nexus,TRUE,
