vid,ip_address,vote_date,tid,member_id,forum_id,member_choices
957,5.55.248.244,1427926830,5028,283,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""2"";}i:3;a:1:{i:0;s:1:""4"";}}"
958,92.244.147.252,1427927415,5028,9353,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""5"";}}"
959,83.233.70.5,1427928874,5028,1558,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""3"";}i:3;a:1:{i:0;s:1:""5"";}}"
960,71.219.193.200,1427928909,5028,9217,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""2"";}i:3;a:1:{i:0;s:1:""4"";}}"
961,98.168.173.200,1427929149,5028,6144,78,"a:3:{i:1;a:1:{i:0;s:1:""3"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""5"";}}"
962,31.217.37.190,1427929212,5028,9267,78,"a:3:{i:1;a:1:{i:0;s:1:""3"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""4"";}}"
963,80.61.189.47,1427929419,5028,7760,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""3"";}}"
964,75.157.149.158,1427930446,5028,6310,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""2"";}i:3;a:1:{i:0;s:1:""3"";}}"
965,37.187.51.210,1427931236,5028,7346,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""2"";}i:3;a:1:{i:0;s:1:""3"";}}"
966,201.231.207.99,1427931383,5028,287,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""4"";}}"
967,80.220.171.197,1427931500,5028,2306,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""2"";}i:3;a:1:{i:0;s:1:""4"";}}"
968,131.247.226.154,1427932474,5028,7600,78,"a:3:{i:1;a:1:{i:0;s:1:""2"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""2"";}}"
969,69.176.179.99,1427932754,5028,7405,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""2"";}i:3;a:1:{i:0;s:1:""5"";}}"
970,199.46.114.5,1427933698,5028,3491,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""4"";}}"
971,201.10.74.31,1427936026,5028,353,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""4"";}}"
972,65.28.106.212,1427936096,5028,6321,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""4"";}}"
973,50.132.126.251,1427936293,5028,7424,78,"a:3:{i:1;a:1:{i:0;s:1:""4"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""5"";}}"
974,24.248.9.72,1427936827,5028,9176,78,"a:3:{i:1;a:1:{i:0;s:1:""2"";}i:2;a:1:{i:0;s:1:""2"";}i:3;a:1:{i:0;s:1:""3"";}}"
975,99.249.195.215,1427938547,5028,2820,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""4"";}}"
976,66.17.126.150,1427938580,5028,175,78,"a:3:{i:1;a:1:{i:0;s:1:""3"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""4"";}}"
977,24.30.43.91,1427939556,5028,319,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""2"";}i:3;a:1:{i:0;s:1:""5"";}}"
978,142.68.238.176,1427939695,5028,6155,78,"a:3:{i:1;a:1:{i:0;s:1:""3"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""4"";}}"
979,66.87.128.34,1427941093,5028,7816,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""4"";}}"
980,72.191.215.246,1427942292,5028,7903,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""2"";}i:3;a:1:{i:0;s:1:""3"";}}"
982,73.215.113.250,1427946665,5028,2,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""2"";}i:3;a:1:{i:0;s:1:""4"";}}"
983,216.232.239.84,1427950733,5028,9303,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""2"";}i:3;a:1:{i:0;s:1:""4"";}}"
984,71.238.232.13,1427956729,5028,168,78,"a:3:{i:1;a:1:{i:0;s:1:""3"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""5"";}}"
985,87.116.152.228,1427958996,5028,9288,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""2"";}i:3;a:1:{i:0;s:1:""4"";}}"
986,46.167.245.172,1427963243,5028,8018,78,"a:3:{i:1;a:1:{i:0;s:1:""3"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""4"";}}"
987,108.216.16.222,1427964166,5028,6359,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""5"";}}"
988,84.20.235.46,1427966764,5028,6278,78,"a:3:{i:1;a:1:{i:0;s:1:""3"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""5"";}}"
989,77.38.156.66,1427969596,5028,125,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""2"";}i:3;a:1:{i:0;s:1:""4"";}}"
990,201.214.89.171,1427975383,5028,44,78,"a:3:{i:1;a:1:{i:0;s:1:""3"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""4"";}}"
991,91.214.88.146,1427975675,5028,8165,78,"a:3:{i:1;a:1:{i:0;s:1:""3"";}i:2;a:1:{i:0;s:1:""2"";}i:3;a:1:{i:0;s:1:""4"";}}"
992,2.31.105.193,1427976518,5028,0,78,"a:3:{i:1;a:1:{i:0;s:1:""3"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""4"";}}"
993,86.181.217.139,1427977930,5028,7481,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""2"";}i:3;a:1:{i:0;s:1:""3"";}}"
994,76.4.176.27,1427984819,5028,281,78,"a:3:{i:1;a:1:{i:0;s:1:""2"";}i:2;a:1:{i:0;s:1:""3"";}i:3;a:1:{i:0;s:1:""3"";}}"
995,65.254.5.2,1427988133,5028,7643,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""2"";}i:3;a:1:{i:0;s:1:""4"";}}"
996,24.18.248.23,1427995944,5028,8102,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""5"";}}"
997,84.209.14.205,1427998986,5028,7543,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""2"";}i:3;a:1:{i:0;s:1:""5"";}}"
998,94.254.132.34,1427998987,5028,9210,78,"a:3:{i:1;a:1:{i:0;s:1:""3"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""4"";}}"
999,87.112.3.107,1428002611,5028,7,78,"a:3:{i:1;a:1:{i:0;s:1:""3"";}i:2;a:1:{i:0;s:1:""2"";}i:3;a:1:{i:0;s:1:""1"";}}"
1000,69.247.76.60,1428010651,5028,6168,78,"a:3:{i:1;a:1:{i:0;s:1:""4"";}i:2;a:1:{i:0;s:1:""3"";}i:3;a:1:{i:0;s:1:""5"";}}"
1001,98.95.230.14,1428016762,5028,8026,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""2"";}i:3;a:1:{i:0;s:1:""4"";}}"
1002,166.137.118.82,1428032422,5028,9300,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""4"";}}"
1003,82.145.222.0,1428042614,5028,6260,78,"a:3:{i:1;a:1:{i:0;s:1:""3"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""5"";}}"
1004,81.228.214.125,1428055830,5028,1986,78,"a:3:{i:1;a:1:{i:0;s:1:""3"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""4"";}}"
1005,70.194.16.84,1428083090,5028,68,78,"a:3:{i:1;a:1:{i:0;s:1:""4"";}i:2;a:1:{i:0;s:1:""3"";}i:3;a:1:{i:0;s:1:""1"";}}"
1007,162.203.25.158,1428116614,5028,2750,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""4"";}}"
1008,216.232.235.15,1428658398,4498,9303,16,"a:1:{i:1;a:1:{i:0;s:1:""4"";}}"
1009,71.165.186.15,1428879042,5028,9152,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""2"";}}"
1010,74.75.161.4,1429078047,4737,9367,128,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1011,162.203.25.158,1429159585,4737,2750,128,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1012,79.145.97.16,1429460049,5028,9240,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""2"";}i:3;a:1:{i:0;s:1:""3"";}}"
1013,98.118.164.164,1429730755,4498,9343,16,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1015,173.20.58.151,1431195481,5028,9471,78,"a:3:{i:1;a:1:{i:0;s:1:""3"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""4"";}}"
1016,122.128.196.30,1431226763,5028,2220,78,"a:3:{i:1;a:1:{i:0;s:1:""3"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""4"";}}"
1017,107.181.69.163,1431542483,4217,0,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1018,71.225.222.173,1431616502,5028,9485,78,"a:3:{i:1;a:1:{i:0;s:1:""3"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""5"";}}"
1019,166.137.126.89,1431746793,3136,9300,45,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1020,70.130.130.74,1431915038,4737,9393,128,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1021,166.137.136.30,1432010032,4737,9300,128,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1022,205.155.32.65,1432321281,3958,9489,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1023,197.231.221.211,1432605273,5028,8736,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""2"";}i:3;a:1:{i:0;s:1:""4"";}}"
1024,205.155.32.65,1432668585,3136,9489,45,"a:1:{i:1;a:1:{i:0;s:1:""5"";}}"
1025,212.200.81.128,1432738118,4984,104,152,"a:1:{i:1;a:1:{i:0;s:1:""4"";}}"
1026,84.236.115.20,1436646733,4217,9531,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1027,80.61.189.47,1436651219,4217,7760,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1028,86.15.81.183,1436658547,4217,9510,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1029,121.219.152.90,1436663333,4217,9476,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1030,23.27.248.228,1436673098,4217,9149,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1031,86.120.56.53,1436706085,4217,9496,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1032,99.228.14.39,1436728831,4217,9548,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1033,173.184.17.155,1436760771,4737,9551,128,"a:1:{i:1;a:1:{i:0;s:1:""4"";}}"
1034,67.85.37.57,1436921630,4737,8310,128,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1035,67.246.151.74,1436923152,4737,9555,128,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1036,69.35.216.60,1436931198,4737,9503,128,"a:1:{i:1;a:1:{i:0;s:1:""4"";}}"
1037,88.12.224.237,1436964476,5352,9240,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1038,86.157.7.154,1436964853,5352,7481,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1039,37.187.129.166,1436964952,5352,8343,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1040,80.212.27.57,1436965189,5352,7508,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1041,86.120.56.53,1436965574,5352,9496,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1042,64.121.193.49,1436965762,5352,6269,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1043,84.209.14.205,1436966082,5352,7543,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1045,99.228.14.39,1436969605,5352,9548,13,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1046,70.130.128.51,1436971618,5352,9393,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1047,109.163.234.5,1436972183,5352,7346,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1071,186.93.40.80,1437098518,5352,9149,13,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1049,72.107.127.202,1436974582,5352,7504,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1050,84.250.223.225,1436974670,5352,1209,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1051,5.79.68.161,1436975555,5352,7962,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1052,86.168.173.61,1436975833,5352,6151,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1053,66.87.97.108,1436978087,5352,6359,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1054,71.101.252.215,1436984094,5352,8232,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1055,174.4.182.100,1436991699,5352,4873,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1056,82.13.39.36,1436993424,5352,56,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1057,47.20.224.112,1436995069,5352,7636,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1058,76.18.68.241,1436996014,5352,6168,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1059,73.134.127.243,1436997688,4737,6254,128,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1060,83.233.71.27,1437000029,5352,1558,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1061,201.231.145.71,1437000502,5352,287,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1062,69.35.216.248,1437000617,5352,9503,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1063,76.104.193.188,1437004097,5352,8102,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1064,83.226.243.153,1437043740,5352,9531,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1065,82.37.159.132,1437047356,5352,9301,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1066,80.61.189.47,1437058328,5352,7760,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1067,142.134.42.35,1437085965,5352,6155,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1068,162.235.112.127,1437086084,5352,293,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1069,76.4.169.17,1437093031,5352,281,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1070,201.3.92.135,1437096307,5352,353,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1072,162.200.144.114,1437254636,4737,9532,128,"a:1:{i:1;a:1:{i:0;s:1:""5"";}}"
1073,5.245.169.34,1437406988,5352,9519,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1074,207.244.66.70,1437771923,5352,9563,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1075,80.212.27.57,1438079640,5383,7508,11,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1076,212.83.93.123,1438081650,5383,9535,11,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1077,74.136.177.115,1438085504,5383,8133,11,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1078,83.233.71.27,1438087602,5383,1558,11,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1079,190.77.127.211,1438089041,5383,9149,11,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1080,84.209.14.205,1438090688,5383,7543,11,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1081,98.234.240.158,1438111743,5383,6274,11,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1082,99.228.190.74,1438304230,2784,9548,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1083,67.246.151.74,1439748179,5028,9555,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""3"";}}"
1084,80.12.63.165,1439884337,4498,9519,16,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1085,2.221.55.250,1441135436,5352,9605,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1086,2.121.93.107,1441225920,4217,9605,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1087,173.163.30.61,1441387921,4217,8310,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1088,108.219.107.29,1441642548,4737,9571,128,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1089,78.0.243.241,1442065630,3958,9267,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1090,80.61.189.47,1442792715,4498,7760,16,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1091,108.239.8.174,1442930679,4737,9657,128,"a:1:{i:1;a:1:{i:0;s:1:""5"";}}"
1092,108.239.8.174,1442960122,5028,9657,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""4"";}}"
1093,142.197.109.23,1442965047,4737,9304,128,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1094,97.77.188.146,1443022837,4737,9634,128,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1095,71.46.246.100,1443027887,4737,9655,128,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1240,97.77.188.146,1457641687,4217,9634,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1097,71.47.30.245,1443409934,5352,9655,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1108,89.153.157.91,1443443901,5598,9626,84,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1107,109.99.125.247,1443443163,5598,6322,84,"a:1:{i:1;a:2:{i:0;s:1:""1"";i:1;s:1:""3"";}}"
1106,174.4.165.99,1443442073,5598,4873,84,"a:1:{i:1;a:2:{i:0;s:1:""1"";i:1;s:1:""3"";}}"
1105,93.139.117.104,1443441175,5598,9267,84,"a:1:{i:1;a:2:{i:0;s:1:""1"";i:1;s:1:""2"";}}"
1139,86.146.190.14,1443506868,5598,9563,84,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1110,5.245.169.34,1443448674,5598,9519,84,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1111,74.204.141.53,1443448838,5598,281,84,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1112,99.101.215.40,1443449726,5598,6359,84,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1113,71.46.246.100,1443450441,5598,9655,84,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1114,178.149.208.46,1443451307,4984,9620,152,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1115,142.167.173.113,1443451492,5598,6155,84,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1116,178.149.208.46,1443451979,5598,9620,84,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1117,92.244.146.31,1443453367,5598,9353,84,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1118,166.137.139.25,1443453406,5598,9300,84,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1119,99.249.218.33,1443457944,5598,2820,84,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1120,75.163.170.224,1443458230,5598,9217,84,"a:1:{i:1;a:2:{i:0;s:1:""2"";i:1;s:1:""3"";}}"
1121,73.163.230.58,1443459076,5598,7816,84,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1122,108.219.107.29,1443461853,5598,9571,84,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1123,80.61.189.47,1443461992,5598,7760,84,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1124,76.18.68.241,1443463148,5598,6168,84,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1125,194.82.214.16,1443467545,5598,7481,84,"a:1:{i:1;a:1:{i:0;s:1:""4"";}}"
1126,79.112.164.191,1443467991,5598,9606,84,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1127,86.15.81.183,1443468328,5598,9510,84,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1128,146.201.166.235,1443469134,5598,8232,84,"a:1:{i:1;a:2:{i:0;s:1:""1"";i:1;s:1:""3"";}}"
1129,186.93.92.100,1443471436,5598,9149,84,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1130,87.116.152.228,1443475043,5598,9288,84,"a:1:{i:1;a:1:{i:0;s:1:""4"";}}"
1131,66.211.247.238,1443479294,5598,9112,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1132,121.214.176.171,1443480704,5598,9476,84,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1134,185.101.107.189,1443487014,5598,9521,84,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1135,31.185.245.232,1443487073,5598,7,84,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1136,162.203.25.158,1443487722,5598,2750,84,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1137,201.231.161.19,1443490771,5598,287,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1138,72.107.113.16,1443492873,5598,7504,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1140,142.197.109.23,1443519612,5598,9304,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1141,84.209.14.205,1443520085,5598,7543,84,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1142,188.246.51.130,1443542028,5598,887,84,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1143,70.72.157.47,1443565051,5598,9668,84,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1144,85.76.21.186,1443643778,5598,9673,84,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1145,217.16.77.66,1443689448,4217,9640,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1146,186.93.92.100,1443804497,1007,9149,5,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1147,174.77.88.210,1444069285,3136,9681,45,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1148,79.101.96.58,1444080179,5352,104,13,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1149,174.77.88.210,1444092887,4737,9681,128,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1150,85.76.67.182,1444232155,4217,9673,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1151,99.6.21.105,1444236818,4737,9679,128,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1152,121.211.225.45,1444516835,5598,9601,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1153,70.194.8.254,1444518175,5598,68,84,"a:1:{i:1;a:4:{i:0;s:1:""1"";i:1;s:1:""2"";i:2;s:1:""3"";i:3;s:1:""4"";}}"
1154,77.38.156.66,1444571729,5598,125,84,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1155,97.77.188.146,1445437130,5598,9634,84,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1156,142.196.7.191,1445681801,1007,9690,5,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1157,69.120.9.104,1445803671,4217,9636,99,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1158,142.196.7.191,1445809628,3958,9690,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1159,70.72.157.47,1446083068,4217,9668,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1160,84.209.14.205,1446087682,4217,7543,99,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1161,75.54.22.115,1446088861,4217,9691,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1162,5.245.169.34,1446130149,4217,9519,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1163,184.98.78.86,1446136566,4217,9666,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1164,178.149.95.235,1446139363,4217,9620,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1165,166.137.136.122,1446177237,4217,9300,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1207,141.0.12.143,1452878350,5958,7543,65,"a:1:{i:1;a:1:{i:0;s:1:""4"";}}"
1168,174.77.88.210,1448919071,4217,9681,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1169,142.196.7.191,1449519606,4737,9690,128,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1170,108.39.61.178,1450859007,4737,9786,128,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1171,78.1.137.118,1451465099,4984,9800,152,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1172,68.38.85.240,1451490391,4737,9549,128,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1173,23.27.220.206,1452020274,4498,9149,16,"a:1:{i:1;a:4:{i:0;s:1:""1"";i:1;s:1:""2"";i:2;s:1:""3"";i:3;s:1:""4"";}}"
1174,24.240.86.11,1452457496,4737,9705,128,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
1175,184.98.75.244,1452645937,4737,9666,128,"a:1:{i:1;a:1:{i:0;s:1:""4"";}}"
1176,24.246.73.152,1452826740,4217,9842,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
1177,75.163.184.136,1452834246,4217,9217,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1178,106.51.29.91,1452837824,4217,9720,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
