leader_date,leader_member_id,leader_position,leader_rep_total
1372334400,288,2,9
1372334400,2306,4,6
1372420800,16,4,6
1372420800,132,1,16
1372420800,283,3,6
1372420800,288,2,7
1372507200,7,2,10
1372507200,16,3,7
1372507200,132,1,13
1372507200,274,4,6
1372593600,7,4,4
1372593600,16,1,7
1372593600,132,3,6
1372593600,288,2,6
1372680000,7,2,8
1372680000,130,3,6
1372680000,132,1,15
1372680000,288,4,6
1372766400,7,2,10
1372766400,130,3,9
1372766400,288,4,7
1372766400,2082,1,11
1372852800,53,1,11
1372852800,132,4,5
1372852800,288,3,5
1372852800,2392,2,6
1372939200,7,3,7
1372939200,54,4,3
1372939200,132,1,8
1372939200,288,2,7
1373025600,7,3,5
1373025600,53,1,6
1373025600,54,4,5
1373025600,6122,2,5
1373112000,7,3,7
1373112000,54,4,4
1373112000,288,2,7
1373112000,2392,1,10
1373198400,54,2,8
1373198400,130,4,4
1373198400,132,1,20
1373198400,288,3,5
1373284800,132,2,9
1373284800,2306,3,7
1373284800,4873,1,11
1373284800,6165,4,6
1373371200,132,3,7
1373371200,288,1,15
1373371200,861,4,6
1373371200,4873,2,11
1373457600,283,4,5
1373457600,288,1,15
1373457600,2082,3,6
1373457600,6165,2,9
1373544000,53,3,5
1373544000,2082,4,5
1373544000,4873,1,8
1373544000,6168,2,7
1373630400,4,2,8
1373630400,53,1,9
1373630400,2392,4,5
1373630400,6117,3,7
1373716800,288,2,7
1373716800,2392,3,7
1373716800,6113,4,4
1373716800,6117,1,9
1373803200,101,4,6
1373803200,168,2,10
1373803200,2082,1,13
1373803200,3721,3,8
1373889600,1,3,6
1373889600,7,2,7
1373889600,16,4,5
1373889600,288,1,8
1373976000,4,2,5
1373976000,288,1,9
1373976000,333,3,4
1373976000,1772,4,4
1374062400,1,3,2
1374062400,130,2,3
1374062400,288,1,3
1374062400,3721,4,2
1374148800,7,3,4
1374148800,16,1,16
1374148800,288,2,5
1374148800,2082,4,4
1374235200,16,1,5
1374235200,283,3,3
1374235200,4873,2,4
1374235200,6120,4,3
1374321600,283,1,4
1374321600,287,2,2
1374321600,4151,3,2
1374321600,6155,4,1
1374407997,0,4,0
1374407998,0,3,0
1374407999,0,2,0
1374408000,2392,1,1
1374494400,1,1,2
1374494400,7,4,1
1374494400,67,2,1
1374494400,2306,3,1
1374580800,1,2,14
1374580800,132,1,19
1374580800,288,3,7
1374580800,1986,4,5
1374667200,1,2,10
1374667200,16,1,10
1374667200,67,4,6
1374667200,288,3,7
1374753600,7,2,7
1374753600,132,1,8
1374753600,274,4,4
1374753600,2082,3,5
1374840000,7,4,8
1374840000,132,1,14
1374840000,283,2,11
1374840000,288,3,8
1374926400,49,2,14
1374926400,67,4,9
1374926400,132,3,9
1374926400,333,1,15
1375012800,7,3,8
1375012800,130,2,9
1375012800,132,1,25
1375012800,288,4,8
1375099200,132,1,19
1375099200,283,2,5
1375099200,4873,4,5
1375099200,6117,3,5
1375185600,7,2,9
1375185600,132,1,24
1375185600,288,3,8
1375185600,4873,4,6
1375272000,7,3,6
1375272000,130,4,6
1375272000,132,2,8
1375272000,288,1,11
1375358400,132,1,12
1375358400,288,2,9
1375358400,2392,4,6
1375358400,6117,3,6
1375444800,16,3,15
1375444800,132,1,22
1375444800,288,4,9
1375444800,2082,2,16
1375531200,16,3,5
1375531200,132,1,34
1375531200,333,2,5
1375531200,2392,4,5
1375617600,3,3,2
1375617600,130,4,2
1375617600,132,1,5
1375617600,2082,2,3
1375704000,130,2,7
1375704000,132,1,11
1375704000,2082,4,3
1375704000,3721,3,4
1375790400,49,3,9
1375790400,132,1,24
1375790400,333,4,9
1375790400,3721,2,12
1375876800,4,2,8
1375876800,49,3,5
1375876800,132,1,9
1375876800,288,4,5
1375963200,16,4,3
1375963200,49,3,3
1375963200,2820,1,10
1375963200,6198,2,5
1376049600,49,1,14
1376049600,1558,3,7
1376049600,6134,4,5
1376049600,6190,2,8
1376136000,16,3,5
1376136000,821,2,7
1376136000,4873,4,5
1376136000,6117,1,10
1376222400,7,2,8
1376222400,132,4,5
1376222400,1986,1,12
1376222400,6117,3,7
1376308800,4,3,4
1376308800,130,2,4
1376308800,132,4,3
1376308800,333,1,4
1376395200,132,1,11
1376395200,168,3,4
1376395200,6117,2,6
1376395200,6190,4,3
1376481600,130,3,6
1376481600,132,1,13
1376481600,281,2,9
1376481600,6113,4,5
1376568000,44,1,14
1376568000,49,3,13
1376568000,132,2,14
1376568000,333,4,5
1376654400,4,1,7
1376654400,132,4,6
1376654400,1986,2,7
1376654400,6208,3,7
1376740800,67,1,8
1376740800,130,4,5
1376740800,132,2,7
1376740800,6208,3,6
1376827200,49,1,23
1376827200,67,4,5
1376827200,130,3,9
1376827200,132,2,10
1376913600,16,2,9
1376913600,49,3,6
1376913600,132,1,10
1376913600,6168,4,5
1377000000,67,3,7
1377000000,132,1,11
1377000000,281,4,6
1377000000,2082,2,7
1377086400,130,3,8
1377086400,132,1,19
1377086400,168,4,7
1377086400,6168,2,8
1377172800,7,4,9
1377172800,130,2,12
1377172800,132,3,11
1377172800,6168,1,15
1377259200,132,1,21
1377259200,288,2,15
1377259200,342,4,6
1377259200,6208,3,7
1377345600,132,4,4
1377345600,288,1,16
1377345600,2082,3,4
1377345600,6117,2,5
1377432000,4,2,6
1377432000,7,1,7
1377432000,132,3,6
1377432000,342,4,4
1377518400,274,2,10
1377518400,288,1,11
1377518400,2082,4,7
1377518400,6117,3,8
1377604800,132,2,13
1377604800,288,1,19
1377604800,3721,3,7
1377604800,6208,4,7
1377691200,2,4,9
1377691200,7,3,10
1377691200,132,2,15
1377691200,288,1,19
1377777600,7,4,5
1377777600,132,1,11
1377777600,288,2,9
1377777600,505,3,5
1377864000,2,4,12
1377864000,49,2,16
1377864000,288,1,19
1377864000,3721,3,14
1377950400,16,1,12
1377950400,288,3,9
1377950400,329,2,11
1377950400,6117,4,7
1378036800,4,1,8
1378036800,7,3,7
1378036800,342,2,7
1378036800,6155,4,6
1378123200,7,3,9
1378123200,16,4,7
1378123200,158,2,9
1378123200,6117,1,14
1378209600,16,4,6
1378209600,132,1,15
1378209600,2082,2,8
1378209600,6117,3,6
1378296000,4,1,11
1378296000,204,2,9
1378296000,6155,3,9
1378296000,9475,4,8
1378382400,132,3,6
1378382400,288,2,6
1378382400,6208,1,6
1378382400,9475,4,5
1378468800,16,3,5
1378468800,132,1,14
1378468800,6117,2,6
1378468800,6155,4,4
1378555200,4,2,6
1378555200,132,1,8
1378555200,2082,4,6
1378555200,6117,3,6
1378641600,7,2,7
1378641600,132,4,6
1378641600,2075,3,7
1378641600,6117,1,10
1378728000,7,3,9
1378728000,2082,2,9
1378728000,6117,4,9
1378728000,6237,1,15
1378814400,16,3,6
1378814400,130,2,8
1378814400,132,1,11
1378814400,6117,4,6
1378900800,7,1,9
1378900800,49,4,5
1378900800,132,2,9
1378900800,6117,3,7
1378987200,7,1,8
1378987200,132,2,7
1378987200,4873,4,5
1378987200,6117,3,6
1379073600,7,2,12
1379073600,16,3,7
1379073600,54,1,14
1379073600,132,4,7
1379160000,7,2,8
1379160000,16,4,6
1379160000,2082,1,9
1379160000,6247,3,8
1379246400,3,2,9
1379246400,49,4,4
1379246400,168,3,7
1379246400,288,1,12
1379332800,3,1,13
1379332800,16,3,7
1379332800,132,2,9
1379332800,2392,4,7
1379419200,7,2,5
1379419200,16,4,5
1379419200,132,3,5
1379419200,6243,1,5
1379505600,7,1,7
1379505600,16,4,4
1379505600,132,2,6
1379505600,6117,3,5
1379592000,4,2,6
1379592000,16,1,8
1379592000,29,4,4
1379592000,132,3,5
1379678400,130,3,6
1379678400,132,1,8
1379678400,2392,4,5
1379678400,6117,2,6
1379764800,49,1,7
1379764800,132,3,6
1379764800,288,4,5
1379764800,3721,2,7
1379851200,49,3,7
1379851200,132,2,7
1379851200,288,1,9
1379851200,2306,4,6
1379937600,7,2,7
1379937600,288,4,6
1379937600,2392,1,12
1379937600,6117,3,6
1380024000,7,1,17
1380024000,132,2,7
1380024000,6117,4,4
1380024000,6168,3,5
1380110400,7,4,8
1380110400,16,1,13
1380110400,132,3,8
1380110400,288,2,9
1380196800,132,1,19
1380196800,168,3,10
1380196800,288,4,8
1380196800,6168,2,10
1380283200,132,1,17
1380283200,288,2,4
1380283200,6113,4,3
1380283200,6168,3,4
1380369600,49,1,14
1380369600,130,4,6
1380369600,132,3,10
1380369600,288,2,11
1380456000,49,1,8
1380456000,288,3,6
1380456000,6113,2,7
1380456000,6117,4,6
1380542400,7,1,8
1380542400,16,2,6
1380542400,67,4,4
1380542400,132,3,4
1380628800,7,3,5
1380628800,132,2,7
1380628800,2306,4,5
1380628800,2392,1,9
1380715200,49,3,13
1380715200,67,2,15
1380715200,132,1,21
1380715200,288,4,11
1380801600,7,2,7
1380801600,67,1,9
1380801600,130,4,5
1380801600,6149,3,7
1380888000,7,2,9
1380888000,132,1,10
1380888000,6113,4,5
1380888000,6117,3,7
1380974400,4,4,4
1380974400,7,3,4
1380974400,132,1,5
1380974400,288,2,5
1381060800,7,4,7
1381060800,288,2,14
1381060800,821,1,14
1381060800,2220,3,8
1381147200,4,4,9
1381147200,49,2,12
1381147200,132,3,11
1381147200,821,1,15
1381233600,1,1,12
1381233600,16,2,10
1381233600,132,4,8
1381233600,4873,3,9
1381320000,16,4,11
1381320000,67,3,11
1381320000,132,2,12
1381320000,204,1,13
1381406400,16,4,8
1381406400,132,1,13
1381406400,288,2,11
1381406400,6117,3,9
1381492800,16,4,6
1381492800,6113,3,8
1381492800,6117,2,9
1381492800,6278,1,11
1381579200,4,4,5
1381579200,7,2,12
1381579200,204,1,15
1381579200,6113,3,5
1381665600,4,1,10
1381665600,168,4,7
1381665600,6113,3,8
1381665600,6117,2,10
1381752000,1,3,7
1381752000,16,1,12
1381752000,288,4,4
1381752000,6113,2,7
1381838400,1,2,5
1381838400,288,1,11
1381838400,2306,3,5
1381838400,6113,4,3
1381924800,49,3,5
1381924800,67,4,4
1381924800,288,1,10
1381924800,2306,2,6
1382011200,132,2,8
1382011200,288,3,5
1382011200,333,1,9
1382011200,3721,4,4
1382097600,7,1,10
1382097600,56,4,4
1382097600,132,2,6
1382097600,3721,3,5
1382184000,35,2,6
1382184000,288,3,4
1382184000,1558,4,2
1382184000,2306,1,11
1382270400,7,3,7
1382270400,132,4,5
1382270400,288,2,7
1382270400,2306,1,8
1382356800,4,1,13
1382356800,7,3,8
1382356800,132,4,8
1382356800,2392,2,8
1382443200,7,3,6
1382443200,35,1,12
1382443200,132,4,4
1382443200,2392,2,8
1382529600,288,2,6
1382529600,2220,1,10
1382529600,6117,4,5
1382529600,6155,3,5
1382616000,4,3,6
1382616000,56,4,5
1382616000,132,1,16
1382616000,6117,2,8
1382702400,7,4,3
1382702400,35,3,3
1382702400,132,2,9
1382702400,2392,1,13
1382788800,7,4,6
1382788800,132,1,8
1382788800,2082,3,6
1382788800,6155,2,7
1382875200,132,4,15
1382875200,288,1,20
1382875200,6117,2,18
1382875200,6155,3,16
1382961600,7,2,8
1382961600,67,4,5
1382961600,288,1,9
1382961600,6117,3,5
1383048000,3,1,10
1383048000,132,4,8
1383048000,288,2,9
1383048000,2082,3,8
1383134400,3,4,11
1383134400,132,1,15
1383134400,288,2,14
1383134400,6117,3,13
1383220800,7,2,14
1383220800,132,1,24
1383220800,288,4,9
1383220800,6117,3,10
1383307200,7,2,9
1383307200,132,1,14
1383307200,1986,4,6
1383307200,6117,3,7
1383393600,16,4,4
1383393600,132,1,9
1383393600,1986,3,4
1383393600,6113,2,6
1383480000,7,4,4
1383480000,132,1,7
1383480000,288,3,5
1383480000,6269,2,6
1383566400,1,1,10
1383566400,37,4,3
1383566400,132,3,4
1383566400,288,2,6
1383652800,288,2,7
1383652800,3721,4,6
1383652800,4873,1,8
1383652800,6155,3,7
1383739200,288,4,4
1383739200,6117,1,9
1383739200,6155,3,5
1383739200,6247,2,5
1383825600,132,1,14
1383825600,288,2,9
1383825600,6106,4,3
1383825600,6117,3,4
1383912000,132,1,18
1383912000,288,2,10
1383912000,4873,3,9
1383912000,6117,4,8
1383998400,132,3,8
1383998400,2075,2,9
1383998400,6117,4,7
1383998400,6322,1,9
1384084800,1,3,7
1384084800,288,1,10
1384084800,6117,2,8
1384084800,9475,4,6
1384171200,132,1,6
1384171200,288,3,5
1384171200,2082,2,5
1384171200,6322,4,4
1384257600,1,2,11
1384257600,132,3,9
1384257600,288,1,12
1384257600,6117,4,5
1384344000,132,1,28
1384344000,2392,3,17
1384344000,3721,2,23
1384344000,6168,4,9
1384430400,1,1,10
1384430400,132,4,5
1384430400,2392,2,7
1384430400,6269,3,6
1384516800,1,1,12
1384516800,132,3,9
1384516800,2392,4,8
1384516800,6117,2,10
1384603200,1,2,9
1384603200,3,3,7
1384603200,2306,1,16
1384603200,6117,4,5
1384689600,1,2,15
1384689600,7,4,8
1384689600,2392,1,23
1384689600,6322,3,9
1384776000,132,2,9
1384776000,288,3,7
1384776000,2306,1,12
1384776000,2392,4,6
1384862400,7,1,10
1384862400,49,4,7
1384862400,132,3,7
1384862400,2392,2,9
1384948800,1,3,7
1384948800,288,1,11
1384948800,2392,2,8
1384948800,6168,4,4
1385035200,1,2,10
1385035200,56,4,5
1385035200,132,1,14
1385035200,1986,3,7
1385121600,1,1,18
1385121600,132,2,12
1385121600,288,3,7
1385121600,1986,4,7
1385208000,132,1,10
1385208000,288,4,6
1385208000,2220,3,7
1385208000,6168,2,9
1385294400,132,1,32
1385294400,288,2,13
1385294400,6117,3,9
1385294400,6155,4,8
1385380800,132,1,13
1385380800,288,3,6
1385380800,6117,2,6
1385380800,6168,4,5
1385467200,283,4,5
1385467200,288,2,7
1385467200,353,3,6
1385467200,6155,1,9
1385553600,132,4,7
1385553600,288,3,8
1385553600,6117,2,8
1385553600,6269,1,9
1385640000,132,1,14
1385640000,288,3,5
1385640000,2306,2,7
1385640000,6278,4,5
1385726400,7,3,8
1385726400,288,1,17
1385726400,2075,4,8
1385726400,6117,2,8
1385812800,288,2,10
1385812800,6117,4,7
1385812800,6168,1,12
1385812800,6322,3,10
1385899200,6117,4,7
1385899200,6168,2,8
1385899200,6278,3,7
1385899200,9475,1,9
1385985600,287,4,5
1385985600,288,3,6
1385985600,2392,1,16
1385985600,6117,2,7
1386072000,132,1,14
1386072000,288,2,8
1386072000,6117,3,6
1386072000,6168,4,5
1386158400,274,1,11
1386158400,287,3,5
1386158400,288,2,7
1386158400,1986,4,5
1386244800,16,4,9
1386244800,56,2,11
1386244800,6117,3,10
1386244800,6322,1,11
1386331200,7,1,17
1386331200,288,2,12
1386331200,2220,4,6
1386331200,6117,3,10
1386417600,49,4,8
1386417600,288,3,11
1386417600,2220,2,11
1386417600,6117,1,13
1386504000,288,2,11
1386504000,2220,1,13
1386504000,6117,4,7
1386504000,6322,3,8
1386590400,1,1,6
1386590400,288,2,5
1386590400,4873,3,4
1386590400,6168,4,4
1386676800,1,3,6
1386676800,132,1,21
1386676800,3721,2,13
1386676800,6168,4,6
1386763200,130,2,8
1386763200,132,1,14
1386763200,283,3,7
1386763200,6322,4,7
1386849600,132,2,11
1386849600,287,1,11
1386849600,288,4,8
1386849600,6322,3,9
1386936000,132,2,6
1386936000,283,1,7
1386936000,6168,4,5
1386936000,6322,3,6
1387022400,3,2,5
1387022400,132,3,5
1387022400,283,4,5
1387022400,288,1,10
1387108800,56,3,6
1387108800,132,1,13
1387108800,288,2,7
1387108800,6168,4,5
1387195200,130,3,6
1387195200,132,2,7
1387195200,2220,1,8
1387195200,6122,4,4
1387281600,2220,3,8
1387281600,4873,1,12
1387281600,6168,2,10
1387281600,6322,4,6
1387368000,2220,3,5
1387368000,4873,1,9
1387368000,6322,4,5
1387368000,6359,2,6
1387454400,16,3,6
1387454400,288,2,8
1387454400,6168,4,4
1387454400,6322,1,14
1387540800,288,2,9
1387540800,2220,1,13
1387540800,2392,3,5
1387540800,6322,4,5
1387627200,56,4,4
1387627200,288,1,8
1387627200,6122,3,4
1387627200,6151,2,5
1387713600,16,1,6
1387713600,288,3,4
1387713600,3721,4,3
1387713600,6322,2,5
1387800000,1,1,31
1387800000,3721,3,11
1387800000,4873,4,9
1387800000,6322,2,17
1387886400,1,1,22
1387886400,132,2,12
1387886400,3721,4,7
1387886400,6168,3,10
1387972800,1,1,11
1387972800,3,3,6
1387972800,353,4,4
1387972800,6168,2,7
1388059200,1,3,3
1388059200,7,4,3
1388059200,288,1,6
1388059200,6168,2,5
1388145600,4,2,4
1388145600,288,3,3
1388145600,2220,1,5
1388145600,6322,4,3
1388232000,132,4,7
1388232000,288,2,8
1388232000,2392,1,8
1388232000,6322,3,7
1388318400,4,2,4
1388318400,288,1,12
1388318400,6134,4,3
1388318400,6168,3,3
1388404800,168,4,5
1388404800,288,2,8
1388404800,6235,3,6
1388404800,7294,1,12
1388491200,16,4,5
1388491200,49,2,9
1388491200,288,1,10
1388491200,2220,3,7
1388577600,3,3,6
1388577600,16,4,3
1388577600,287,1,11
1388577600,288,2,7
1388664000,4,2,10
1388664000,16,4,9
1388664000,49,3,9
1388664000,319,1,11
1388750400,4,2,10
1388750400,49,4,5
1388750400,6156,3,5
1388750400,6269,1,11
1388836800,132,1,12
1388836800,287,4,7
1388836800,333,3,8
1388836800,6113,2,9
1388923200,100,3,4
1388923200,132,2,6
1388923200,6113,4,4
1388923200,6322,1,6
1389009600,16,2,6
1389009600,132,1,7
1389009600,319,4,6
1389009600,4873,3,6
1389096000,132,1,17
1389096000,2220,4,6
1389096000,7346,3,7
1389096000,9475,2,9
1389182400,132,1,9
1389182400,2220,2,8
1389182400,2392,4,4
1389182400,3721,3,6
1389268800,1,3,6
1389268800,56,2,6
1389268800,132,1,12
1389268800,1558,4,4
1389355200,56,3,5
1389355200,288,1,5
1389355200,2392,2,5
1389355200,6168,4,4
1389441600,1,4,5
1389441600,132,1,11
1389441600,6155,2,6
1389441600,6168,3,6
1389528000,49,4,9
1389528000,132,2,19
1389528000,288,1,29
1389528000,7364,3,9
1389614400,7,1,13
1389614400,132,2,12
1389614400,288,3,11
1389614400,1986,4,11
1389700800,1,2,14
1389700800,283,4,7
1389700800,288,1,15
1389700800,1986,3,8
1389787200,4,4,4
1389787200,132,3,8
1389787200,188,2,8
1389787200,288,1,13
1389873600,1,4,6
1389873600,132,1,12
1389873600,288,2,7
1389873600,2392,3,6
1389960000,7,3,7
1389960000,49,4,7
1389960000,56,2,8
1389960000,132,1,16
1390046400,7,2,11
1390046400,132,4,9
1390046400,288,1,12
1390046400,3721,3,10
1390132800,7,2,11
1390132800,49,3,10
1390132800,132,4,9
1390132800,288,1,13
1390219200,1,1,21
1390219200,132,4,11
1390219200,188,3,11
1390219200,6168,2,12
1390305600,7,3,9
1390305600,132,1,12
1390305600,288,2,10
1390305600,6278,4,8
1390392000,1,1,16
1390392000,132,2,12
1390392000,2075,4,7
1390392000,2220,3,10
1390478400,1,2,17
1390478400,132,1,27
1390478400,1986,4,11
1390478400,6322,3,11
1390564800,1,2,9
1390564800,53,3,7
1390564800,132,1,31
1390564800,6249,4,6
1390651200,7,3,7
1390651200,53,2,9
1390651200,132,1,10
1390651200,6168,4,6
1390737600,1,4,9
1390737600,16,2,15
1390737600,132,1,17
1390737600,6168,3,11
1390824000,7,4,9
1390824000,132,1,16
1390824000,288,2,13
1390824000,6168,3,10
1390910400,1,4,7
1390910400,132,1,14
1390910400,168,3,7
1390910400,6168,2,10
1390996800,49,4,8
1390996800,132,2,11
1390996800,3491,3,11
1390996800,6168,1,14
1391083200,132,1,16
1391083200,2392,3,10
1391083200,3721,4,7
1391083200,6168,2,11
1391169600,49,3,9
1391169600,132,1,26
1391169600,204,4,9
1391169600,6168,2,12
1391256000,132,2,18
1391256000,288,3,14
1391256000,3721,4,12
1391256000,6168,1,21
1391342400,132,4,8
1391342400,6168,2,9
1391342400,6278,1,10
1391342400,6322,3,9
1391428800,1,2,11
1391428800,132,1,31
1391428800,6168,4,7
1391428800,7424,3,9
1391515200,132,1,12
1391515200,2220,4,5
1391515200,6249,2,5
1391515200,7427,3,5
1391601600,1,3,13
1391601600,132,1,23
1391601600,2392,2,14
1391601600,3721,4,10
1391688000,16,2,7
1391688000,132,1,11
1391688000,288,3,6
1391688000,3721,4,6
1391774400,1,2,21
1391774400,49,3,14
1391774400,132,1,22
1391774400,2306,4,14
1391860800,1,2,14
1391860800,7,4,4
1391860800,6155,3,5
1391860800,6168,1,16
1391947200,1,2,9
1391947200,7,4,6
1391947200,6155,3,7
1391947200,6168,1,15
1392033600,132,1,14
1392033600,287,2,7
1392033600,1986,3,7
1392033600,6168,4,6
1392120000,49,2,6
1392120000,132,1,12
1392120000,288,3,6
1392120000,6322,4,5
1392206400,1,2,6
1392206400,49,3,5
1392206400,132,1,26
1392206400,6168,4,3
1392292800,1,2,7
1392292800,132,1,11
1392292800,6249,3,6
1392292800,6280,4,5
1392379200,1,2,11
1392379200,1772,4,7
1392379200,6155,3,11
1392379200,6168,1,12
1392465600,16,4,7
1392465600,288,1,13
1392465600,3721,2,10
1392465600,6168,3,9
1392552000,130,1,10
1392552000,288,3,8
1392552000,2392,2,9
1392552000,6235,4,6
1392638400,1,2,15
1392638400,288,1,16
1392638400,2392,3,13
1392638400,6168,4,10
1392724800,1,2,10
1392724800,4,4,7
1392724800,56,3,8
1392724800,288,1,12
1392811200,1,3,16
1392811200,288,4,10
1392811200,2392,2,17
1392811200,6168,1,27
1392897600,1,1,11
1392897600,56,3,7
1392897600,288,4,5
1392897600,6168,2,11
1392984000,1,4,7
1392984000,7,2,8
1392984000,56,3,8
1392984000,6168,1,15
1393070400,1,2,20
1393070400,4,3,11
1393070400,3721,1,29
1393070400,6168,4,11
1393156800,1,1,18
1393156800,49,3,7
1393156800,288,4,6
1393156800,6168,2,13
1393243200,1,3,8
1393243200,49,2,8
1393243200,288,1,17
1393243200,7504,4,6
1393329600,1,4,10
1393329600,16,1,16
1393329600,53,2,14
1393329600,188,3,11
1393416000,1,3,7
1393416000,16,1,14
1393416000,288,4,7
1393416000,6168,2,14
1393502400,1,1,18
1393502400,132,3,7
1393502400,2220,4,6
1393502400,6168,2,11
1393588800,1,1,13
1393588800,49,4,8
1393588800,7346,3,10
1393588800,7508,2,11
1393675200,1,2,12
1393675200,2220,4,7
1393675200,6278,3,9
1393675200,7508,1,23
1393761600,1,1,18
1393761600,49,4,8
1393761600,132,3,10
1393761600,288,2,18
1393848000,130,3,8
1393848000,132,2,9
1393848000,288,1,14
1393848000,319,4,7
1393934400,49,4,10
1393934400,3721,1,19
1393934400,4151,3,10
1393934400,6168,2,12
1394020800,49,1,12
1394020800,3721,4,6
1394020800,4151,3,8
1394020800,6168,2,8
1394107200,1,1,21
1394107200,132,4,10
1394107200,2220,2,15
1394107200,3721,3,10
1394193600,1,3,14
1394193600,132,1,20
1394193600,2220,2,16
1394193600,7504,4,13
1394280000,1,2,14
1394280000,53,4,6
1394280000,288,3,9
1394280000,2220,1,16
1394366400,1,1,16
1394366400,288,3,14
1394366400,2220,4,8
1394366400,6235,2,14
1394452800,1,2,9
1394452800,7,1,13
1394452800,132,4,6
1394452800,1558,3,7
1394539200,1,2,9
1394539200,49,4,5
1394539200,132,1,12
1394539200,2306,3,7
1394625600,132,1,12
1394625600,150,3,5
1394625600,319,2,6
1394625600,7504,4,5
1394712000,132,1,14
1394712000,288,3,8
1394712000,2306,2,11
1394712000,6168,4,6
1394798400,1,2,12
1394798400,56,3,9
1394798400,132,1,13
1394798400,288,4,8
1394884800,1,3,8
1394884800,4,4,7
1394884800,6168,2,8
1394884800,6278,1,8
1394971200,7,3,8
1394971200,49,4,7
1394971200,6122,2,8
1394971200,7508,1,16
1395057600,1,1,8
1395057600,2220,4,5
1395057600,6122,3,5
1395057600,6168,2,8
1395144000,1,4,6
1395144000,4,2,7
1395144000,56,3,7
1395144000,132,1,14
1395230400,4,1,15
1395230400,132,3,11
1395230400,7504,4,10
1395230400,7543,2,11
1395316800,4,4,6
1395316800,132,1,13
1395316800,1558,2,9
1395316800,7504,3,7
1395403200,132,1,10
1395403200,319,2,6
1395403200,6168,4,6
1395403200,7504,3,6
1395489600,132,1,14
1395489600,1558,4,7
1395489600,3721,2,9
1395489600,6254,3,8
1395576000,3,3,7
1395576000,49,2,12
1395576000,288,1,17
1395576000,6278,4,6
1395662400,132,1,17
1395662400,288,2,15
1395662400,6155,4,7
1395662400,7575,3,8
1395748800,132,2,23
1395748800,288,3,15
1395748800,1558,4,9
1395748800,6278,1,26
1395835200,7,4,4
1395835200,132,1,26
1395835200,288,2,10
1395835200,6278,3,7
1395921600,132,1,11
1395921600,288,4,5
1395921600,6155,3,6
1395921600,6168,2,7
1396008000,2,2,4
1396008000,49,4,4
1396008000,130,3,4
1396008000,283,1,4
1396094400,1,3,6
1396094400,2,4,4
1396094400,3,1,23
1396094400,132,2,7
1396180800,1,4,7
1396180800,7,2,8
1396180800,288,3,7
1396180800,1558,1,10
1396267200,1,1,12
1396267200,287,2,8
1396267200,1558,4,6
1396267200,2392,3,7
1396353600,1,3,11
1396353600,7,2,12
1396353600,49,1,13
1396353600,2220,4,11
1396440000,1,4,5
1396440000,7,1,13
1396440000,132,2,7
1396440000,283,3,5
1396526400,7,1,31
1396526400,2392,2,14
1396526400,7346,3,8
1396526400,7616,4,7
1396612800,7,1,16
1396612800,49,2,9
1396612800,132,3,7
1396612800,6168,4,6
1396699200,1,3,9
1396699200,132,4,8
1396699200,3721,1,10
1396699200,6278,2,9
1396785600,288,3,6
1396785600,2392,4,5
1396785600,6106,1,12
1396785600,7635,2,7
1396872000,4,4,4
1396872000,68,1,6
1396872000,288,2,4
1396872000,6278,3,4
1396958400,49,3,8
1396958400,132,1,14
1396958400,287,2,8
1396958400,1558,4,5
1397044800,1,2,12
1397044800,49,3,9
1397044800,132,1,17
1397044800,288,4,5
1397131200,49,1,15
1397131200,288,4,8
1397131200,1558,3,8
1397131200,6168,2,11
1397217600,4,1,12
1397217600,3721,3,8
1397217600,6168,2,11
1397217600,6278,4,6
1397304000,68,3,7
1397304000,288,4,5
1397304000,6168,2,10
1397304000,6359,1,12
1397390400,1558,3,5
1397390400,6168,1,7
1397390400,6274,2,6
1397390400,6359,4,4
1397476800,7,3,7
1397476800,288,4,4
1397476800,2392,2,8
1397476800,6168,1,8
1397563200,1,3,6
1397563200,288,4,5
1397563200,2075,1,10
1397563200,6168,2,9
1397649600,1,1,31
1397649600,49,3,4
1397649600,132,2,7
1397649600,1558,4,4
1397736000,1,2,5
1397736000,49,3,5
1397736000,288,1,12
1397736000,6113,4,5
1397822400,7,4,6
1397822400,49,2,9
1397822400,283,3,7
1397822400,288,1,19
1397908800,1,4,6
1397908800,7,1,14
1397908800,288,3,8
1397908800,3721,2,9
1397995200,4,2,3
1397995200,7,1,10
1397995200,4873,4,3
1397995200,6168,3,3
1398081600,1,1,8
1398081600,28,3,5
1398081600,68,2,5
1398081600,6359,4,4
1398168000,1,3,4
1398168000,7,2,6
1398168000,6278,1,7
1398168000,7346,4,4
1398254400,1,3,5
1398254400,132,1,8
1398254400,6168,2,6
1398254400,6278,4,4
1398340800,7,1,11
1398340800,130,4,5
1398340800,1558,3,6
1398340800,7346,2,9
1398427200,7,2,8
1398427200,132,3,8
1398427200,7508,4,8
1398427200,7543,1,13
1398513600,7,3,7
1398513600,1558,4,4
1398513600,6168,2,9
1398513600,6278,1,17
1398600000,1,1,15
1398600000,7,3,5
1398600000,6168,2,7
1398600000,6278,4,5
1398686400,132,1,7
1398686400,1558,4,5
1398686400,6168,2,6
1398686400,6359,3,6
1398772800,7,3,8
1398772800,132,2,11
1398772800,6168,1,11
1398772800,6322,4,6
1398859200,1,3,6
1398859200,7,4,5
1398859200,132,2,7
