id,topics,posts,last_post,last_poster_id,last_poster_name,name,description,position,use_ibc,last_title,last_id,sort_key,sort_order,prune,topicfilter,show_rules,allow_poll,allow_pollbump,inc_postcount,skin_id,parent_id,notify_modq_emails,sub_can_post,permission_showtopic,forum_allow_rating,forum_last_deletion,newest_title,newest_id,can_view_others,name_seo,seo_last_title,seo_last_name,last_x_topic_ids,deleted_topics,viglink
143,1,1,2015-03-28T19:03:43Z,353,É­à¸¢Ï‚à¹€Å¦Ñ”Ð³à¹€à¸„à¸  Ð³à¸„×§Ñ”-à¸¬à¹É­Å¦ 666,Historic Movements,Sub for discussing various Polish historic movements.,1,TRUE,Oboz Narodowo Radykalny-Falanga,4999,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,63,0,TRUE,FALSE,FALSE,1427521025,Oboz Narodowo Radykalny-Falanga,4999,TRUE,historic-movements,oboz-narodowo-radykalny-falanga,%c9%ad%e0%b8%a2%cf%82%e0%b9%80%c5%a7%d1%94%d0%b3%e0%b9%80%e0%b8%84%e0%b8%a0-%d0%b3%e0%b8%84%d7%a7%d1%94-%e0%b8%ac%e0%b9%8f%c9%ad%c5%a7-666,"a:1:{i:4999;s:10:""1427510511"";}",FALSE,FALSE
144,8,36,2014-09-27T08:43:02Z,1,ÐÐ»ÐµÐºÑÐ°Ð½Ð´Ñ€ Ð¡Ð»Ð°Ð²Ñ€Ð¾Ñ,Historic Movements,Sub for discussing various Russian historic movements.,1,TRUE,Russian Fascism: ÐŸÑ€Ð¾Ñ‡ÐµÐµ (Other),3313,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,44,0,TRUE,FALSE,FALSE,1427283417,Russian Fascism: ÐŸÑ€Ð¾Ñ‡ÐµÐµ (Other),3313,TRUE,historic-movements,russian-fascism-%d0%bf%d1%80%d0%be%d1%87%d0%b5%d0%b5-other,%d0%b0%d0%bb%d0%b5%d0%ba%d1%81%d0%b0%d0%bd%d0%b4%d1%80-%d1%81%d0%bb%d0%b0%d0%b2%d1%80%d0%be%d1%81,"a:5:{i:3313;s:10:""1386011658"";i:3312;s:10:""1386010546"";i:3311;s:10:""1386009599"";i:3309;s:10:""1386006232"";i:3308;s:10:""1386004786"";}",FALSE,FALSE
145,1,36,2014-08-25T11:01:41Z,6322,ÐœÐ°Ð¼Ð°Ð»Ð¸Ð³Ð°Ñ€,Historic Movements,Sub for discussing various Romanian historic movements.,1,TRUE,The Iron Guard,1040,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,46,0,TRUE,FALSE,FALSE,1427347997,The Iron Guard,1040,TRUE,historic-movements,the-iron-guard,%d0%bc%d0%b0%d0%bc%d0%b0%d0%bb%d0%b8%d0%b3%d0%b0%d1%80,"a:1:{i:1040;s:10:""1339983037"";}",FALSE,FALSE
146,0,0,,0,,Historic Movements,Sub for discussing various Scandinavian historic movements.,1,TRUE,,,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,121,0,TRUE,FALSE,FALSE,0,,0,TRUE,historic-movements,,,,FALSE,FALSE
147,2,65,2016-02-28T21:47:24Z,8165,Snellman,Historic Movements,Sub for discussing various Finnish historic movements.,1,TRUE,Fasisti- ja Ã¤Ã¤rioikeistolaisliikkeet Suomessa,1888,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,73,0,TRUE,FALSE,FALSE,1427374174,Fasisti- ja Ã¤Ã¤rioikeistolaisliikkeet Suomessa,1888,TRUE,historic-movements,fasisti-ja-%c3%a4%c3%a4rioikeistolaisliikkeet-suomessa,snellman,"a:2:{i:1888;s:10:""1358197898"";i:532;s:10:""1328190249"";}",FALSE,FALSE
148,5,39,2014-04-24T21:40:13Z,85,British Blackshirt,Historic Movements,Sub for discussing various British historic movements.,1,TRUE,Scottish Fascism,2276,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,38,0,TRUE,FALSE,FALSE,1427365582,English Mistery,3374,TRUE,historic-movements,scottish-fascism,british-blackshirt,"a:5:{i:3374;s:10:""1387434710"";i:2276;s:10:""1365407287"";i:1983;s:10:""1360089586"";i:1891;s:10:""1358302865"";i:403;s:10:""1324325525"";}",FALSE,FALSE
149,7,38,2015-09-06T19:10:10Z,168,Growth of the Soil,Historic Movements,Sub for discussing various American historic movements.,1,TRUE,The American Nazi Party,5095,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,45,0,TRUE,FALSE,FALSE,1427350234,Christian Mobilizers,5216,TRUE,historic-movements,the-american-nazi-party,growth-of-the-soil,"a:5:{i:5216;s:10:""1432654292"";i:5096;s:10:""1430224658"";i:5095;s:10:""1430186432"";i:5008;s:10:""1427593180"";i:3990;s:10:""1400638563"";}",FALSE,FALSE
150,18,668,2016-03-20T08:55:25Z,9304,TheWeissewolfe,ex-Yugoslavia,"Forum for Croatian, Serbian, Slovenian Fascists.",22,TRUE,Ð¡Ð²ÐµÑÑ€Ð±ÑÐºÐ¸ Ð¾Ð´ÑÐµÐº - Serbian thread,4981,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,36,0,TRUE,FALSE,FALSE,1454368080,Rehabilitation of the General - major triggering of redlibfags,6192,TRUE,ex-yugoslavia,%d1%81%d0%b2%d0%b5%d1%81%d1%80%d0%b1%d1%81%d0%ba%d0%b8-%d0%be%d0%b4%d1%81%d0%b5%d0%ba-serbian-thread,theweissewolfe,"a:5:{i:6192;s:10:""1457983186"";i:6105;s:10:""1456055976"";i:6072;s:10:""1455480392"";i:5907;s:10:""1451154736"";i:5885;s:10:""1450311073"";}",FALSE,FALSE
151,6,80,2015-10-12T22:28:40Z,56,DannyÐ‰Ð¾Ñ‚Ð¸Ñ›,Historic Movements,"Sub for discussing various Croatian, Serbian, Slovenian historic movements.",151,TRUE,Yugoslav Action,5646,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,150,0,TRUE,FALSE,FALSE,1427348478,Yugoslav Action,5646,TRUE,historic-movements,yugoslav-action,danny%d1%99%d0%be%d1%82%d0%b8%d1%9b,"a:5:{i:5646;s:10:""1444641798"";i:5506;s:10:""1442348990"";i:3473;s:10:""1389653385"";i:3214;s:10:""1384015955"";i:2319;s:10:""1366211643"";}",FALSE,FALSE
152,3,85,2016-02-19T23:58:56Z,9288,Ð—Ð¼Ð°Ñ˜ÐµÐ²Ð¸Ñ‚,Rakia Bunker,Private sub for talking shop and activism.,152,TRUE,Samo opuÅ¡teno,5006,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,150,0,TRUE,FALSE,FALSE,0,MUZIKA,5047,TRUE,rakia-bunker,samo-opu%c5%a1teno,%d0%b7%d0%bc%d0%b0%d1%98%d0%b5%d0%b2%d0%b8%d1%82,"a:3:{i:5047;s:10:""1428520165"";i:5006;s:10:""1427570086"";i:4984;s:10:""1427364805"";}",FALSE,FALSE
154,3,8,2015-10-10T11:12:48Z,7636,Blue Eyed Devil,Historic Movements,"Sub for discussing various Estonian, Latvian and Lithuanian historic movements.",154,TRUE,PÄ“rkonkrusts,5635,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,153,0,TRUE,FALSE,FALSE,1427374174,PÄ“rkonkrusts,5635,TRUE,historic-movements,p%c4%93rkonkrusts,blue-eyed-devil,"a:3:{i:5635;s:10:""1444475568"";i:1725;s:10:""1354045537"";i:1579;s:10:""1350385207"";}",FALSE,FALSE
155,0,0,,0,,Potato Bunker,Private sub for talking shop and activism.,155,TRUE,,,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,153,0,TRUE,FALSE,FALSE,0,,0,TRUE,potato-bunker,,,,FALSE,FALSE
161,7,211,2016-03-20T20:42:19Z,9943,Starman,IM Chapters,Free Associations of IM members in the real world.,161,TRUE,REACTIONUSA - Radical Right Wing Youth in Action&#33;,6194,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,104,0,TRUE,FALSE,FALSE,1447738917,REACTIONUSA - Radical Right Wing Youth in Action&#33;,6194,TRUE,im-chapters,reactionusa-radical-right-wing-youth-in-action,starman,"a:5:{i:6194;s:10:""1458010301"";i:5724;s:10:""1446527846"";i:5647;s:10:""1444649324"";i:5329;s:10:""1435886253"";i:5101;s:10:""1430496598"";}",FALSE,FALSE
156,3,11,2015-12-03T22:39:31Z,9626,LusitanianNationalist,Brazil & Portugal,Forum for Brazil and Portugal fascists.,3,TRUE,Quem nÃ³s somos?,5849,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,36,0,TRUE,FALSE,FALSE,1427356329,Quem nÃ³s somos?,5849,TRUE,brazil-portugal,quem-n%c3%b3s-somos,lusitaniannationalist,"a:3:{i:5849;s:10:""1449178784"";i:1818;s:10:""1356315490"";i:1239;s:10:""1343601287"";}",FALSE,FALSE
157,3,48,2015-09-18T02:37:44Z,9626,LusitanianNationalist,Historic Movements,Sub for discussing various Brazilian and Portuguese historic movements.,157,TRUE,Uma discussÃ£o sobre a monarquia Brasileira,5505,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,156,0,TRUE,FALSE,FALSE,1427356233,Uma discussÃ£o sobre a monarquia Brasileira,5505,TRUE,historic-movements,uma-discuss%c3%a3o-sobre-a-monarquia-brasileira,lusitaniannationalist,"a:3:{i:5505;s:10:""1442347595"";i:1298;s:10:""1344713398"";i:759;s:10:""1332785351"";}",FALSE,FALSE
158,2,8,2015-10-10T18:11:23Z,7757,XIII,Feijoada Bunker,Private sub for talking shop and activism.,158,TRUE,Misanthropic Division Brazil - Patriae Sanguinis,5249,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,156,0,TRUE,FALSE,FALSE,0,Misanthropic Division Brazil - Patriae Sanguinis,5249,TRUE,feijoada-bunker,misanthropic-division-brazil-patriae-sanguinis,xiii,"a:2:{i:5249;s:10:""1433536281"";i:4987;s:10:""1427406557"";}",FALSE,FALSE
159,7,213,2015-09-20T11:24:22Z,9563,Voldyemarovich,White Africa,Forum for Rhodesian and South African fascism as well as discussions of recolonization.,21,TRUE,S. Africa evacuation plan: White Afrikaner group fears genocide upon Mandelaâ€™s death,3146,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,36,0,TRUE,FALSE,FALSE,1427357470,S. Africa evacuation plan: White Afrikaner group fears genocide upon Mandelaâ€™s death,3146,TRUE,white-africa,s-africa-evacuation-plan-white-afrikaner-group-fears-genocide-upon-mandela%e2%80%99s-death,voldyemarovich,"a:5:{i:3146;s:10:""1382732158"";i:2624;s:10:""1372711585"";i:2596;s:10:""1372063351"";i:2584;s:10:""1371745470"";i:1319;s:10:""1345232832"";}",FALSE,FALSE
170,8,243,2016-03-18T00:11:50Z,9792,schwarzesonne666,NOOSE,Online Fascist Zine Project.,170,TRUE,NOOSE Update Thread,6009,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,69,0,TRUE,FALSE,FALSE,1427540343,NOOSE Update Thread,6009,TRUE,noose,noose-update-thread,schwarzesonne666,"a:5:{i:6009;s:10:""1454281991"";i:5880;s:10:""1450177061"";i:5015;s:10:""1427666712"";i:5014;s:10:""1427666547"";i:5013;s:10:""1427666068"";}",FALSE,FALSE
163,2,8,2015-10-05T04:52:42Z,7424,Bear,ex-Czechoslovakia,Forum for Czech and Slovak Fascists.,5,TRUE,Workers&#39; Party of Social Justice,5620,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,36,0,TRUE,FALSE,FALSE,0,Workers&#39; Party of Social Justice,5620,TRUE,ex-czechoslovakia,workers-party-of-social-justice,bear,"a:2:{i:5620;s:10:""1443964947"";i:4995;s:10:""1427463153"";}",FALSE,FALSE
164,4,0,2015-09-24T16:27:05Z,7636,Blue Eyed Devil,Historic Movements,Sub for discussing various Czech and Slovak historic movements.,164,TRUE,SudetonÄ›meckÃ¡ Strana (Sudetendeutsche Partei),5570,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,163,0,TRUE,FALSE,FALSE,0,SudetonÄ›meckÃ¡ Strana (Sudetendeutsche Partei),5570,TRUE,historic-movements,sudeton%c4%9bmeck%c3%a1-strana-sudetendeutsche-partei,blue-eyed-devil,"a:4:{i:5570;s:10:""1443112025"";i:4994;s:10:""1427462239"";i:4993;s:10:""1427459732"";i:4992;s:10:""1427457801"";}",FALSE,FALSE
165,0,0,,0,,BoroviÄka Bunker,Private sub for talking shop and activism.,165,TRUE,,,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,163,0,TRUE,FALSE,FALSE,0,,0,TRUE,borovi%c4%8dka-bunker,,,,FALSE,FALSE
166,3,17,2013-04-24T22:35:41Z,67,Ã‰tat de Stase,Francophonie,"Forum for primarily French, Luxembourger, Swiss and Belgian Fascists.",9,TRUE,Belgian Nationalists/Third Positionists NATION,2345,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,36,0,TRUE,FALSE,FALSE,1427455516,Belgian Nationalists/Third Positionists NATION,2345,TRUE,francophonie,belgian-nationaliststhird-positionists-nation,%c3%a9tat-de-stase,"a:3:{i:2345;s:10:""1366766950"";i:1025;s:10:""1339612876"";i:264;s:10:""1319997308"";}",FALSE,FALSE
167,4,6,2015-10-13T20:26:30Z,7636,Blue Eyed Devil,Historic Movements,"Sub for discussing various  French, Luxembourger, Swiss and Belgian historic movements.<br />
",167,TRUE,Rexist Party,5639,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,166,0,TRUE,FALSE,FALSE,1427455482,Rexist Party,5639,TRUE,historic-movements,rexist-party,blue-eyed-devil,"a:4:{i:5639;s:10:""1444512677"";i:5571;s:10:""1443113533"";i:4385;s:10:""1413812298"";i:48;s:10:""1316017100"";}",FALSE,FALSE
168,0,0,,0,,Frog Bunker,Private sub for talking shop and activism.,168,TRUE,,,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,166,0,TRUE,FALSE,FALSE,0,,0,TRUE,frog-bunker,,,,FALSE,FALSE
169,0,0,,0,,Fascists,Online Fascist Archive Project.,1,TRUE,,,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,69,0,FALSE,FALSE,FALSE,0,,0,TRUE,fascists,,,,FALSE,FALSE
171,20,1152,2016-03-11T15:49:15Z,6155,AlbaNuadh,Jewish Question,Name the Jew.,4,TRUE,What&#39;s wrong with Jews?,4517,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,14,0,TRUE,FALSE,FALSE,1441268001,Super-hero comic books are a ploy of the Jew,5837,TRUE,jewish-question,whats-wrong-with-jews,albanuadh,"a:5:{i:5837;s:10:""1448972556"";i:5566;s:10:""1443076982"";i:5561;s:10:""1442977984"";i:5450;s:10:""1440732990"";i:5283;s:10:""1434468295"";}",FALSE,FALSE
173,1,3,2015-09-29T12:42:08Z,7481,Â¡VIVA LA RAZA&#33;,Historic Movements,"Sub for discussing various White Africa historic movements.<br />
",173,TRUE,Afrikaner Weerstandsbeweging (Afrikaner Resistance Movement),5572,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,159,0,TRUE,FALSE,FALSE,0,Afrikaner Weerstandsbeweging (Afrikaner Resistance Movement),5572,TRUE,historic-movements,afrikaner-weerstandsbeweging-afrikaner-resistance-movement,%c2%a1viva-la-raza,"a:1:{i:5572;s:10:""1443115298"";}",FALSE,FALSE
