mt_id,mt_date,mt_title,mt_starter_id,mt_start_time,mt_last_post_time,mt_to_count,mt_to_member_id,mt_replies,mt_first_msg_id,mt_is_draft,mt_is_deleted
3089,2015-01-24T05:15:56Z,hey,7481,2015-01-24T05:15:56Z,2015-01-24T05:15:56Z,2,9109,0,10582,FALSE,FALSE
3090,2015-01-24T06:08:58Z,hey,7481,2015-01-24T06:08:58Z,2015-01-24T06:08:58Z,1,3491,0,10583,FALSE,FALSE
3091,2015-01-24T06:41:05Z,somebody is fucking with the forums,287,2015-01-24T06:41:05Z,2015-01-24T06:53:19Z,1,1,1,10584,FALSE,FALSE
3093,2015-01-24T17:40:42Z,Hello brother,0,2015-01-24T17:40:42Z,2015-01-24T17:40:42Z,1,9112,0,10591,FALSE,TRUE
3094,2015-01-24T17:42:03Z,Hello brother,0,2015-01-24T17:42:02Z,2015-01-24T17:42:03Z,1,9116,0,10592,FALSE,TRUE
3095,2015-01-24T17:44:15Z,Hello brother,0,2015-01-24T17:44:14Z,2015-01-24T17:44:15Z,1,9051,0,10593,FALSE,TRUE
3099,2015-01-24T17:50:23Z,Hello brother,0,2015-01-24T17:50:23Z,2015-01-24T17:50:23Z,1,8816,0,10597,FALSE,TRUE
3100,2015-01-24T17:51:04Z,Hello brother,0,2015-01-24T17:51:04Z,2015-01-24T17:51:04Z,1,8736,0,10598,FALSE,TRUE
3102,2015-01-24T17:53:52Z,Hello brother,0,2015-01-24T17:53:52Z,2015-01-24T17:53:52Z,1,8435,0,10600,FALSE,TRUE
3103,2015-01-24T17:57:04Z,Hello brother,0,2015-01-24T17:57:04Z,2015-01-24T17:57:04Z,1,8260,0,10601,FALSE,TRUE
3104,2015-01-28T13:10:47Z,Hey,2306,2015-01-28T13:10:47Z,2015-03-13T08:22:38Z,1,1558,42,10610,FALSE,FALSE
3105,2015-01-28T14:18:38Z,Straya&#33;,8018,2015-01-28T14:18:38Z,2015-02-10T12:06:32Z,2,8346,2,10616,FALSE,FALSE
3106,2015-01-29T16:06:20Z,Skype,353,2015-01-29T16:06:20Z,2015-10-07T00:38:57Z,1,9149,2,10634,FALSE,FALSE
3107,2015-01-29T16:09:31Z,Sup,353,2015-01-29T16:09:31Z,2015-01-29T16:14:54Z,2,9144,1,10635,FALSE,FALSE
3108,2015-01-29T17:52:14Z,welcome,0,2015-01-29T17:52:13Z,2015-01-29T18:40:11Z,1,9148,2,10638,FALSE,TRUE
3109,2015-01-30T01:53:43Z,Skype,353,2015-01-30T01:53:42Z,2015-01-30T01:53:42Z,2,9116,0,10643,FALSE,FALSE
5519,2017-05-23T21:04:52Z,AWYT,14028,2017-05-23T21:04:52Z,2017-05-23T21:04:52Z,1,0,1,24408,FALSE,FALSE
3112,2015-02-05T02:10:56Z,G&#39;day m88,6237,2015-02-05T02:10:56Z,2015-02-07T05:16:51Z,1,7816,8,10657,FALSE,FALSE
3113,2015-02-05T15:35:21Z,Tja,1558,2015-02-05T15:35:21Z,2015-02-26T15:29:24Z,1,7543,6,10664,FALSE,FALSE
3115,2015-02-05T23:43:16Z,Skype chat,8494,2015-02-05T23:43:15Z,2015-02-06T01:07:10Z,1,1,2,10676,FALSE,FALSE
3116,2015-02-07T19:07:32Z,Propaganda,9174,2015-02-07T19:07:32Z,2015-02-07T22:10:47Z,1,2306,5,10697,FALSE,TRUE
3121,2015-02-08T00:57:44Z,Russian Sticker ,6260,2015-02-08T00:57:44Z,2015-02-08T18:16:06Z,1,1,2,10724,FALSE,FALSE
3122,2015-02-08T12:00:19Z,Moving some posts. ,8346,2015-02-08T12:00:19Z,2015-02-08T14:02:15Z,1,1,4,10736,FALSE,FALSE
3123,2015-02-09T23:18:29Z,hi,6278,2015-02-09T23:18:29Z,2015-02-20T22:28:51Z,1,288,1,10746,FALSE,TRUE
5405,2017-04-26T01:20:06Z,Whatsup,13110,2017-04-26T01:20:06Z,2017-04-26T01:48:54Z,1,0,6,23765,FALSE,FALSE
4023,2015-09-21T23:30:21Z,hI,0,2015-09-21T23:30:21Z,2015-09-23T21:36:45Z,2,9628,5,14885,FALSE,FALSE
4256,2015-12-29T04:04:57Z,Hey Hadit,9393,2015-12-29T04:04:57Z,2015-12-29T04:04:57Z,1,7543,0,16221,FALSE,TRUE
3128,2015-02-11T10:19:16Z,Age,9194,2015-02-11T10:19:14Z,2015-02-11T10:19:14Z,2,6359,0,10760,FALSE,FALSE
3129,2015-02-11T10:21:56Z,Engineering,9194,2015-02-11T10:21:56Z,2015-02-16T10:19:23Z,1,7600,3,10761,FALSE,FALSE
3130,2015-02-11T10:34:36Z,Azov,9194,2015-02-11T10:34:36Z,2015-02-11T10:34:36Z,1,1,0,10762,FALSE,FALSE
3131,2015-02-11T10:45:12Z,Azov Battalion,9194,2015-02-11T10:45:11Z,2015-02-11T10:45:11Z,2,274,0,10763,FALSE,FALSE
3132,2015-02-11T10:49:13Z,Azov Battalion,9194,2015-02-11T10:49:13Z,2015-02-15T09:51:20Z,2,274,4,10764,FALSE,FALSE
3133,2015-02-11T14:50:30Z,Azov Battalion,9194,2015-02-11T14:50:30Z,2015-02-11T15:18:20Z,1,1,2,10767,FALSE,FALSE
3143,2015-02-16T13:31:16Z,your writings,0,2015-02-16T13:31:16Z,2015-02-16T13:31:16Z,1,1,0,10830,FALSE,FALSE
3136,2015-02-12T14:51:52Z,Paganism books,7875,2015-02-12T14:51:52Z,2015-02-12T16:20:33Z,1,7816,2,10778,FALSE,FALSE
3961,2015-08-31T16:39:33Z,Ebolamous ,0,2015-08-31T16:39:33Z,2015-09-01T13:02:02Z,2,2220,4,14513,FALSE,FALSE
3138,2015-02-13T04:21:08Z,Muslim?,6168,2015-02-13T04:21:08Z,2015-07-03T06:38:11Z,1,6249,16,10784,FALSE,FALSE
5408,2017-04-26T16:05:17Z,Golden Cord,13831,2017-04-26T16:05:17Z,2017-04-26T16:05:18Z,2,0,1,23784,FALSE,FALSE
3960,2015-08-31T15:50:34Z,Australian Action,9174,2015-08-31T15:50:34Z,2015-09-02T11:30:35Z,2,6237,2,14511,FALSE,FALSE
3142,2015-02-16T10:40:53Z,MEIN LITTLE fucker,9194,2015-02-16T10:40:53Z,2015-02-16T10:40:53Z,1,1,0,10829,FALSE,FALSE
3144,2015-02-16T13:32:06Z,wrong message,0,2015-02-16T13:32:06Z,2015-02-16T13:32:06Z,1,1,0,10831,FALSE,FALSE
3146,2015-02-16T22:26:36Z,Server password ,283,2015-02-16T22:26:36Z,2015-02-16T22:37:51Z,1,2170,2,10837,FALSE,FALSE
5406,2017-04-26T07:36:37Z,Atomwaffen,14136,2017-04-26T07:36:37Z,2017-05-03T15:38:32Z,2,0,9,23775,FALSE,FALSE
3148,2015-02-17T04:57:18Z,.,168,2015-02-17T04:57:18Z,2015-02-17T20:18:36Z,2,7816,2,10842,FALSE,FALSE
3149,2015-02-17T14:31:28Z,the talk,1,2015-02-17T14:31:28Z,2015-02-17T14:31:28Z,1,3721,0,10844,FALSE,TRUE
5407,2017-04-26T15:58:51Z,traditionalism principles,13831,2017-04-26T15:58:51Z,2017-10-22T14:50:14Z,2,0,6,23783,FALSE,FALSE
3151,2015-02-17T22:14:33Z,Skype,353,2015-02-17T22:14:33Z,2015-02-18T06:33:02Z,1,9210,1,10851,FALSE,FALSE
3152,2015-02-18T06:04:38Z,someone posted a screencap of you on tumblr,0,2015-02-18T06:04:38Z,2015-02-18T06:04:38Z,2,2392,0,10854,FALSE,FALSE
4789,2016-07-21T23:12:18Z,Edge,13181,2016-07-21T23:12:18Z,2016-08-05T03:09:43Z,2,0,8,19717,FALSE,FALSE
3154,2015-02-18T15:56:10Z,hacking ,9174,2015-02-18T15:56:10Z,2015-03-03T12:26:00Z,1,4151,2,10857,FALSE,TRUE
3156,2015-02-18T21:26:22Z,Wondering...,150,2015-02-18T21:26:22Z,2015-05-09T09:43:30Z,1,9174,30,10865,FALSE,FALSE
3157,2015-02-19T00:22:03Z,IM skiddies,7346,2015-02-19T00:22:02Z,2015-02-20T04:09:04Z,1,4151,6,10869,FALSE,TRUE
4080,2015-10-05T21:39:50Z,antifa,168,2015-10-05T21:39:50Z,2015-10-06T01:06:17Z,2,9549,2,15195,FALSE,FALSE
3160,2015-02-20T03:08:24Z,Mask thing.,7600,2015-02-20T03:08:24Z,2015-02-20T03:42:00Z,1,4151,2,10880,FALSE,TRUE
3161,2015-02-20T05:47:26Z,archive,2170,2015-02-20T05:47:26Z,2015-03-02T17:23:00Z,2,9210,4,10888,FALSE,FALSE
3162,2015-02-20T12:46:18Z,security issues,9174,2015-02-20T12:46:18Z,2015-02-20T23:36:17Z,1,4151,2,10889,FALSE,TRUE
3163,2015-02-20T12:53:31Z,Welcome,9174,2015-02-20T12:53:30Z,2015-02-20T18:13:44Z,1,7604,2,10890,FALSE,TRUE
3164,2015-02-20T14:15:28Z,Asshole,9194,2015-02-20T14:15:28Z,2015-02-20T14:20:00Z,1,9112,1,10891,FALSE,FALSE
3165,2015-02-20T14:38:59Z,Asshole 2,9194,2015-02-20T14:38:59Z,2015-02-20T14:38:59Z,2,9144,0,10893,FALSE,FALSE
3166,2015-02-20T14:40:05Z,Asshole 3,9194,2015-02-20T14:40:04Z,2015-02-20T21:43:34Z,1,1,6,10894,FALSE,FALSE
3167,2015-02-20T14:41:08Z,Asshole 4,9194,2015-02-20T14:41:08Z,2015-02-20T21:24:31Z,1,6249,5,10895,FALSE,FALSE
3168,2015-02-20T15:03:03Z,Fite me irl,7481,2015-02-20T15:03:03Z,2015-02-20T15:24:30Z,2,9194,1,10898,FALSE,FALSE
3169,2015-02-20T15:16:33Z,Asshole 5,9194,2015-02-20T15:16:33Z,2015-02-20T15:16:33Z,2,7481,0,10900,FALSE,FALSE
5409,2017-04-26T16:14:27Z,Book,13831,2017-04-26T16:14:27Z,2017-05-10T12:05:49Z,2,0,5,23785,FALSE,FALSE
3171,2015-02-20T19:47:23Z,asshole,9194,2015-02-20T19:47:23Z,2015-02-20T19:47:23Z,2,7760,0,10911,FALSE,FALSE
3172,2015-02-20T20:05:40Z,asshole,9194,2015-02-20T20:05:39Z,2015-02-20T21:25:05Z,1,6249,1,10914,FALSE,FALSE
3173,2015-02-20T23:45:03Z,Hails,9174,2015-02-20T23:45:03Z,2015-02-20T23:45:03Z,1,6260,0,10923,FALSE,TRUE
3174,2015-02-21T22:01:10Z,gansta art ,7508,2015-02-21T22:01:10Z,2015-02-23T03:44:34Z,1,7816,1,10925,FALSE,FALSE
3176,2015-02-25T19:47:17Z,server upload password,2170,2015-02-25T19:47:17Z,2015-03-02T04:13:42Z,1,130,8,10936,FALSE,FALSE
3177,2015-02-26T01:17:43Z,Yockey,353,2015-02-26T01:17:43Z,2015-03-09T10:38:47Z,1,7543,1,10938,FALSE,FALSE
4683,2016-06-12T04:59:56Z,Potential Recruitment Issue,9303,2016-06-12T04:59:56Z,2016-06-18T07:12:14Z,2,0,8,18829,FALSE,FALSE
3179,2015-02-27T09:02:29Z,You got Skype?,7481,2015-02-27T09:02:28Z,2015-02-27T20:56:54Z,2,7986,1,10942,FALSE,FALSE
3180,2015-02-27T19:56:34Z,Skype,7346,2015-02-27T19:56:34Z,2015-02-27T19:56:34Z,1,7719,0,10944,FALSE,TRUE
3276,2015-03-27T18:44:51Z,Super esoteric astrology question,1558,2015-03-27T18:44:51Z,2015-03-28T09:54:55Z,1,2170,4,11300,FALSE,FALSE
4090,2015-10-10T00:43:06Z,Hey Hermann,9393,2015-10-10T00:43:06Z,2015-10-10T00:43:06Z,1,9503,0,15254,FALSE,TRUE
3966,2015-09-01T18:10:42Z,National Action,9514,2015-09-01T18:10:42Z,2015-09-01T23:30:31Z,2,9610,1,14540,FALSE,FALSE
3185,2015-02-28T10:28:31Z,Creativity,9174,2015-02-28T10:28:31Z,2015-03-03T11:26:55Z,1,175,6,10952,FALSE,TRUE
5410,2017-04-26T20:49:53Z,Hey Hey Hey,13342,2017-04-26T20:49:53Z,2017-04-29T02:17:26Z,2,0,8,23793,FALSE,FALSE
3187,2015-02-28T23:20:29Z,Esotericism,7875,2015-02-28T23:20:29Z,2015-03-01T08:35:05Z,1,2170,2,10960,FALSE,FALSE
3188,2015-03-01T12:38:42Z,ay,9248,2015-03-01T12:38:42Z,2015-03-02T14:35:55Z,1,7600,3,10963,FALSE,FALSE
3189,2015-03-01T18:33:38Z,asshole,9194,2015-03-01T18:33:38Z,2015-03-01T18:33:38Z,1,9176,0,10965,FALSE,FALSE
3190,2015-03-01T18:40:15Z,asshole 2,9194,2015-03-01T18:40:15Z,2015-03-01T18:40:15Z,1,9176,0,10966,FALSE,FALSE
4072,2015-09-30T04:20:02Z,Reminder,4873,2015-09-30T04:20:02Z,2015-11-13T19:25:26Z,2,7481,77,15122,FALSE,FALSE
3200,2015-03-01T21:03:19Z,HEY,0,2015-03-01T21:03:19Z,2015-03-01T21:03:19Z,1,9211,0,10976,FALSE,TRUE
3293,2015-04-06T22:03:38Z,dank,6168,2015-04-06T22:03:38Z,2015-04-06T22:25:20Z,2,7481,1,11415,FALSE,FALSE
3202,2015-03-02T02:13:22Z,esotericism and the occult,6249,2015-03-02T02:13:22Z,2015-03-02T02:44:08Z,1,2170,4,10983,FALSE,FALSE
3203,2015-03-02T19:10:31Z,Teaching English in Asia,6122,2015-03-02T19:10:31Z,2015-03-06T03:09:40Z,2,2220,5,10998,FALSE,FALSE
3204,2015-03-03T06:17:29Z,Avatar,6113,2015-03-03T06:17:29Z,2015-03-03T08:12:30Z,2,2306,1,11001,FALSE,FALSE
3208,2015-03-04T18:41:48Z,tradyouth,0,2015-03-04T18:41:48Z,2015-03-04T18:52:21Z,1,1,1,11023,FALSE,FALSE
3209,2015-03-05T08:00:27Z,schwarze sonne,168,2015-03-05T08:00:27Z,2015-03-05T08:00:27Z,1,2075,0,11027,FALSE,FALSE
4703,2016-06-20T12:13:07Z,Islam and the Reich,85,2016-06-20T12:13:07Z,2017-06-20T19:11:47Z,2,0,11,19000,FALSE,FALSE
3211,2015-03-05T14:12:03Z,Sup Nigga,7643,2015-03-05T14:12:03Z,2015-03-06T05:57:10Z,2,7816,3,11030,FALSE,FALSE
3212,2015-03-05T14:14:34Z,I&#39;m Itching for a Genocide ,7643,2015-03-05T14:14:34Z,2015-03-05T18:01:55Z,2,7481,2,11031,FALSE,FALSE
3213,2015-03-05T21:53:14Z,Hey,2306,2015-03-05T21:53:14Z,2015-07-28T19:16:31Z,2,8165,21,11036,FALSE,FALSE
3214,2015-03-05T23:04:51Z,Skype ,7405,2015-03-05T23:04:51Z,2015-03-06T14:25:50Z,1,9263,1,11038,FALSE,TRUE
3215,2015-03-06T03:28:06Z,The Esoteric ,7643,2015-03-06T03:28:06Z,2015-03-06T03:42:55Z,2,2170,2,11042,FALSE,FALSE
4022,2015-09-21T23:01:47Z,the thing,9217,2015-09-21T23:01:47Z,2015-09-21T23:01:47Z,2,9288,0,14877,FALSE,FALSE
3217,2015-03-07T04:31:53Z,Apparently you&#39;re on LI,7643,2015-03-07T04:31:52Z,2016-05-17T02:00:04Z,2,8310,11,11049,FALSE,FALSE
3219,2015-03-07T16:12:07Z,Art,353,2015-03-07T16:12:06Z,2015-03-11T16:35:23Z,1,7816,3,11057,FALSE,FALSE
3220,2015-03-09T03:25:36Z,Christofascism blog,50,2015-03-09T03:25:36Z,2015-05-12T00:56:08Z,1,0,1,11062,FALSE,FALSE
3221,2015-03-09T13:47:42Z,Hello&#33;,2306,2015-03-09T13:47:42Z,2015-03-22T16:16:34Z,2,7543,4,11064,FALSE,FALSE
3963,2015-08-31T19:37:47Z,P.S.,9174,2015-08-31T19:37:47Z,2015-09-01T23:29:55Z,2,9610,4,14518,FALSE,FALSE
3224,2015-03-10T18:20:45Z,Mudzahedeen,6168,2015-03-10T18:20:45Z,2015-03-10T20:33:30Z,2,6231,1,11073,FALSE,FALSE
3226,2015-03-12T12:41:06Z,As-salamu alaykum,6168,2015-03-12T12:41:06Z,2015-03-12T13:24:21Z,2,323,1,11081,FALSE,FALSE
3227,2015-03-13T16:36:45Z,Holy Shit,7636,2015-03-13T16:36:45Z,2015-03-16T18:42:33Z,1,130,3,11094,FALSE,FALSE
3228,2015-03-13T21:43:01Z,Hey,7346,2015-03-13T21:43:01Z,2015-03-13T21:43:01Z,1,288,0,11097,FALSE,TRUE
3229,2015-03-14T08:07:49Z,Angående Putin och Ryssland. ,0,2015-03-14T08:07:49Z,2015-03-15T15:31:06Z,1,1558,11,11100,FALSE,FALSE
3230,2015-03-14T13:06:51Z,another asshole....,9194,2015-03-14T13:06:51Z,2015-03-14T15:41:33Z,1,1558,1,11102,FALSE,FALSE
3231,2015-03-14T13:07:48Z,asshole,9194,2015-03-14T13:07:48Z,2015-03-14T13:07:48Z,2,1209,0,11103,FALSE,FALSE
3232,2015-03-14T13:10:25Z,I am here cuntface.,9194,2015-03-14T13:10:25Z,2015-03-14T13:10:25Z,1,9176,0,11104,FALSE,FALSE
3233,2015-03-14T13:12:03Z,asshole   zero,9194,2015-03-14T13:12:03Z,2015-03-14T13:12:03Z,1,9112,0,11105,FALSE,FALSE
3234,2015-03-14T13:32:25Z,Asshole,9194,2015-03-14T13:32:25Z,2015-03-14T13:32:25Z,2,6359,0,11106,FALSE,FALSE
3239,2015-03-15T15:50:41Z,ILU,2075,2015-03-15T15:50:40Z,2015-05-06T15:15:48Z,2,7,11,11137,FALSE,FALSE
3236,2015-03-14T16:04:36Z,.,9267,2015-03-14T16:04:35Z,2015-03-14T16:30:40Z,2,9144,2,11114,FALSE,FALSE
3240,2015-03-15T18:37:28Z,.,9267,2015-03-15T18:37:28Z,2015-03-15T18:48:20Z,2,7719,5,11138,FALSE,FALSE
4021,2015-09-21T22:56:47Z,Ay,7424,2015-09-21T22:56:47Z,2015-09-28T14:13:39Z,1,9217,5,14875,FALSE,TRUE
4071,2015-09-30T02:42:06Z,Hey bro.,9304,2015-09-30T02:42:05Z,2015-10-09T12:09:31Z,2,9674,9,15119,FALSE,FALSE
3243,2015-03-16T15:16:29Z,Hello,2306,2015-03-16T15:16:29Z,2015-03-16T16:57:58Z,2,9288,5,11155,FALSE,FALSE
3242,2015-03-16T14:55:11Z,translator gang,2306,2015-03-16T14:55:11Z,2015-03-17T12:47:22Z,3,1558,1,11154,FALSE,FALSE
3247,2015-03-16T20:57:58Z,Summer in London,7600,2015-03-16T20:57:58Z,2015-03-16T21:07:05Z,1,7481,3,11171,FALSE,TRUE
5520,2017-05-23T21:24:45Z,AW,7962,2017-05-23T21:24:45Z,2017-05-23T21:32:44Z,1,0,4,24409,FALSE,FALSE
3250,2015-03-17T08:48:35Z,Hello,0,2015-03-17T08:48:35Z,2015-03-17T08:48:35Z,1,9194,0,11178,FALSE,TRUE
3251,2015-03-17T16:20:55Z,intro,6168,2015-03-17T16:20:55Z,2015-03-17T16:20:55Z,2,9300,0,11184,FALSE,FALSE
3252,2015-03-19T10:06:23Z,wmm,7,2015-03-19T10:06:23Z,2015-03-19T18:45:28Z,1,7962,1,11188,FALSE,FALSE
4079,2015-10-05T06:23:15Z,Highschool never ends ;),4873,2015-10-05T06:23:15Z,2015-10-05T07:38:01Z,2,7600,1,15192,FALSE,FALSE
3951,2015-08-29T23:00:08Z,Hey,9174,2015-08-29T23:00:08Z,2015-08-29T23:00:08Z,1,7962,0,14483,FALSE,TRUE
3256,2015-03-21T18:22:32Z,welcome,7424,2015-03-21T18:22:32Z,2015-03-21T19:48:42Z,1,9335,2,11198,FALSE,TRUE
3812,2015-06-26T12:14:27Z,Forgive me Father for I have sinned,7481,2015-06-26T12:14:27Z,2015-10-01T22:31:16Z,2,7643,22,13632,FALSE,FALSE
3258,2015-03-23T19:19:51Z,Hey,2075,2015-03-23T19:19:51Z,2015-03-23T19:19:51Z,1,6274,0,11219,FALSE,TRUE
3260,2015-03-23T23:35:00Z,Cheshire...,150,2015-03-23T23:35:00Z,2015-06-28T14:35:14Z,2,9301,6,11230,FALSE,FALSE
3261,2015-03-24T02:25:02Z,hey man,3491,2015-03-24T02:25:01Z,2015-03-24T15:09:44Z,1,6155,1,11248,FALSE,TRUE
3262,2015-03-24T02:42:46Z,How are you?,2075,2015-03-24T02:42:46Z,2015-05-04T22:45:07Z,1,68,2,11251,FALSE,TRUE
3264,2015-03-24T18:58:00Z,National Action,6260,2015-03-24T18:58:00Z,2015-03-24T19:08:41Z,2,7816,2,11271,FALSE,FALSE
3267,2015-03-25T16:40:23Z,Hi,0,2015-03-25T16:40:22Z,2015-03-25T16:40:22Z,1,9327,0,11278,FALSE,TRUE
3268,2015-03-25T16:40:23Z,Hi,0,2015-03-25T16:40:22Z,2015-03-25T16:40:22Z,1,7643,0,11279,FALSE,TRUE
3269,2015-03-25T16:40:23Z,Hi,0,2015-03-25T16:40:22Z,2015-03-25T16:40:22Z,1,9300,0,11280,FALSE,TRUE
3270,2015-03-25T16:40:23Z,Hi,0,2015-03-25T16:40:22Z,2015-03-25T16:40:22Z,1,1730,0,11281,FALSE,TRUE
3271,2015-03-25T16:48:49Z,Hi,0,2015-03-25T16:48:48Z,2015-03-26T13:05:10Z,3,7543,1,11282,FALSE,TRUE
3272,2015-03-25T22:12:42Z,General thread,9267,2015-03-25T22:12:41Z,2015-03-26T09:52:40Z,2,9288,3,11285,FALSE,FALSE
3274,2015-03-27T01:07:40Z,NFL dgdahtcolrd,0,2015-03-27T01:07:40Z,2015-03-27T05:12:22Z,1,1,1,11295,FALSE,FALSE
3277,2015-03-28T14:47:08Z,list of topics to move,1,2015-03-28T14:47:08Z,2015-03-30T11:48:58Z,1,8018,1,11305,FALSE,TRUE
3275,2015-03-27T14:45:49Z,list of topics to move,1,2015-03-27T14:45:48Z,2015-03-30T05:21:30Z,1,8346,2,11299,FALSE,TRUE
3278,2015-03-28T16:06:33Z,O dolasku,9267,2015-03-28T16:06:33Z,2015-03-28T17:37:49Z,2,9288,3,11306,FALSE,FALSE
3279,2015-03-28T19:33:00Z,Hurrdurr,9288,2015-03-28T19:33:00Z,2015-03-28T21:09:16Z,1,9353,6,11310,FALSE,FALSE
5614,2017-06-15T22:33:43Z,You,13446,2017-06-15T22:33:43Z,2017-06-17T19:48:38Z,2,0,5,24934,FALSE,FALSE
3282,2015-03-29T07:51:11Z,hiya,7424,2015-03-29T07:51:11Z,2015-04-05T19:21:41Z,1,6113,15,11324,FALSE,TRUE
3283,2015-03-29T22:30:41Z,movement corespondents.,283,2015-03-29T22:30:41Z,2016-02-08T01:03:28Z,2,1,23,11335,FALSE,FALSE
3284,2015-03-30T02:46:13Z,Historic movements,8346,2015-03-30T02:46:13Z,2015-04-09T09:09:53Z,3,8018,14,11343,FALSE,FALSE
3286,2015-04-01T17:45:58Z,What is this.,0,2015-04-01T17:45:58Z,2015-04-01T18:00:56Z,1,1,3,11365,FALSE,FALSE
3287,2015-04-01T22:40:24Z,Archives,9353,2015-04-01T22:40:24Z,2015-08-14T22:25:39Z,1,2170,6,11369,FALSE,FALSE
3288,2015-04-03T11:12:11Z,Graphics and shit. ,9144,2015-04-03T11:12:10Z,2015-04-08T06:00:49Z,2,7816,10,11381,FALSE,FALSE
3289,2015-04-03T18:35:22Z,Why now?,9174,2015-04-03T18:35:22Z,2015-04-14T11:18:55Z,1,175,8,11382,FALSE,TRUE
3290,2015-04-04T00:07:44Z,fucko.,7600,2015-04-04T00:07:44Z,2015-04-04T00:07:44Z,1,9367,0,11384,FALSE,TRUE
3291,2015-04-05T05:00:05Z,hey man,3491,2015-04-05T05:00:05Z,2015-04-08T02:28:40Z,1,6310,3,11395,FALSE,TRUE
3292,2015-04-05T05:17:06Z,Ohio Fascists,0,2015-04-05T05:17:06Z,2015-05-06T23:50:48Z,2,175,15,11397,FALSE,FALSE
3294,2015-04-08T19:43:00Z,Privjet Bear. ,9144,2015-04-08T19:43:00Z,2015-06-19T07:35:14Z,1,7424,236,11441,FALSE,FALSE
3295,2015-04-08T20:32:35Z,Mashallah,9194,2015-04-08T20:32:34Z,2015-04-08T20:32:34Z,2,6168,0,11442,FALSE,FALSE
3296,2015-04-09T02:48:54Z,Anzac Action&#33;,6237,2015-04-09T02:48:54Z,2015-05-10T04:02:44Z,3,8018,10,11445,FALSE,FALSE
3297,2015-04-09T04:58:14Z,Welcome,7600,2015-04-09T04:58:14Z,2015-04-17T00:15:35Z,1,9373,1,11452,FALSE,TRUE
3933,2015-08-24T15:19:08Z,Trying to Come Back,9590,2015-08-24T15:19:08Z,2015-08-24T15:19:08Z,1,1,0,14382,FALSE,FALSE
3299,2015-04-09T22:39:36Z,Emails,7962,2015-04-09T22:39:36Z,2015-04-26T15:37:15Z,1,6260,7,11467,FALSE,TRUE
3300,2015-04-10T19:46:28Z,weird finnish thing,1558,2015-04-10T19:46:28Z,2015-04-11T03:39:33Z,1,2306,3,11478,FALSE,FALSE
3301,2015-04-12T14:49:53Z,top cuck,0,2015-04-12T14:49:53Z,2015-04-12T14:49:53Z,1,7600,0,11495,FALSE,FALSE
3303,2015-04-15T09:16:06Z,Camping,9174,2015-04-15T09:16:06Z,2015-04-15T09:16:06Z,1,6260,0,11512,FALSE,TRUE
3304,2015-04-15T16:01:11Z,wat are u,9174,2015-04-15T16:01:11Z,2015-04-15T16:01:11Z,1,8133,0,11514,FALSE,TRUE
3305,2015-04-16T00:51:06Z,...,9112,2015-04-16T00:51:06Z,2015-09-23T12:46:19Z,1,9388,3,11521,FALSE,TRUE
3307,2015-04-16T08:55:08Z,Article in the Zine ,0,2015-04-16T08:55:08Z,2015-04-17T17:56:49Z,1,1,1,11523,FALSE,FALSE
3313,2015-04-21T21:06:17Z,random,0,2015-04-21T21:06:16Z,2015-04-21T21:08:50Z,1,9326,1,11553,FALSE,TRUE
3314,2015-04-22T05:00:14Z,Sup Bra,6113,2015-04-22T05:00:14Z,2015-04-22T20:57:19Z,2,6168,2,11560,FALSE,FALSE
3315,2015-04-22T05:16:15Z,sup brah,6113,2015-04-22T05:16:14Z,2015-08-26T17:53:35Z,1,7643,19,11561,FALSE,FALSE
4792,2016-07-23T19:08:02Z,Skype chat room,9950,2016-07-23T19:08:02Z,2016-07-23T19:08:03Z,1,0,1,19738,FALSE,FALSE
3317,2015-04-24T08:36:32Z,Fucking shit,1,2015-04-24T08:36:32Z,2015-05-03T10:01:48Z,1,6165,3,11573,FALSE,TRUE
3318,2015-04-26T04:20:22Z,You Ok?,6113,2015-04-26T04:20:22Z,2015-04-26T05:36:47Z,1,7424,2,11588,FALSE,FALSE
3320,2015-04-28T05:26:28Z,Tumblr Trannies,6113,2015-04-28T05:26:28Z,2015-04-28T06:32:39Z,2,7816,9,11626,FALSE,FALSE
3321,2015-04-29T19:29:33Z,Ernst Junger articles.,283,2015-04-29T19:29:33Z,2015-05-01T18:06:40Z,1,1,2,11680,FALSE,FALSE
3322,2015-04-29T22:48:47Z,Question on Post,9393,2015-04-29T22:48:47Z,2015-04-30T17:19:03Z,1,164,2,11685,FALSE,TRUE
3323,2015-04-29T23:12:15Z,Legitimacy of Document,7962,2015-04-29T23:12:15Z,2015-04-29T23:12:15Z,1,4151,0,11686,FALSE,TRUE
3982,2015-09-09T15:41:01Z,give me your address goy,6151,2015-09-09T15:41:01Z,2015-09-10T18:24:31Z,2,9610,3,14633,FALSE,FALSE
3325,2015-04-29T23:23:57Z,Legitimacy of Document,7962,2015-04-29T23:23:57Z,2015-04-30T14:12:04Z,1,4,2,11688,FALSE,TRUE
3327,2015-04-30T01:41:02Z,Question,9393,2015-04-30T01:41:02Z,2015-04-30T10:20:38Z,1,7508,2,11692,FALSE,TRUE
3328,2015-04-30T01:50:23Z,You ever hear this song?,6269,2015-04-30T01:50:23Z,2015-05-15T10:05:25Z,1,7636,41,11693,FALSE,FALSE
